state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
IL,26-05-2021,1334,1334,1334,4.63,4.63,4.63,28788,28788,28788,POINT (-89.148632 40.124144)
KY,26-05-2021,338,338,338,2.77,2.77,2.77,12218,12218,12218,POINT (-85.290484 37.526683)
MA,26-05-2021,254,250,257,1.52,1.21,1.83,16671,16649,16693,POINT (-71.481104 42.151077)
ME,26-05-2021,137,137,137,4.76,4.76,4.76,2879,2879,2879,POINT (-69.06137 45.117911)
MN,26-05-2021,402,402,403,4.16,4.16,4.16,9681,9681,9681,POINT (-94.198308 46.349153)
MO,26-05-2021,669,669,669,4.62,4.62,4.62,14478,14478,14478,POINT (-92.477244 38.3675)
MS,26-05-2021,214,214,214,2.73,2.73,2.73,7850,7850,7850,POINT (-89.65344 32.713378)
MT,26-05-2021,68,67,69,2.38,2.01,2.76,2855,2842,2868,POINT (-109.645127 47.033521)
ND,26-05-2021,82,82,82,4.05,4.05,4.05,2025,2025,2025,POINT (-100.46931 47.446305)
NE,26-05-2021,82,82,82,2.07,2.07,2.07,4046,4046,4046,POINT (-99.810595 41.527099)
NH,26-05-2021,60,59,60,2.14,2.14,2.14,2776,2776,2776,POINT (-71.57139 43.680429)
NJ,26-05-2021,639,636,642,3.14,3.14,3.14,20322,20322,20322,POINT (-74.655514 40.110253)
NM,26-05-2021,134,134,134,3.71,3.71,3.71,3615,3615,3615,POINT (-106.108388 34.421369)
NV,26-05-2021,242,241,243,3.26,3.26,3.26,7582,7582,7582,POINT (-114.916992 39.283294)
NY,26-05-2021,1713,1713,1713,3.59,3.54,3.64,47765,47701,47829,POINT (-75.59655 42.921241)
OK,26-05-2021,219,219,219,2.35,2.32,2.38,9422,9414,9430,POINT (-97.508297 35.583449)
PA,26-05-2021,1520,1517,1522,5.4,5.25,5.54,28497,28426,28568,POINT (-77.838886 40.896694)
SC,26-05-2021,240,238,241,2.62,2.62,2.62,9128,9128,9128,POINT (-80.864614 33.878572)
SD,26-05-2021,46,46,46,1.95,1.95,1.95,2364,2364,2364,POINT (-100.230491 44.43614)
TN,26-05-2021,570,569,570,3.31,3.31,3.31,17624,17624,17624,POINT (-86.343226 35.842998)
UT,26-05-2021,151,151,151,2.84,2.84,2.84,5319,5319,5319,POINT (-111.678222 39.323779)
VA,26-05-2021,511,510,512,3.17,3.17,3.17,16130,16130,16130,POINT (-78.666382 37.510861)
AK,27-05-2021,16,16,16,1.09,1.09,1.09,1468,1468,1468,POINT (-151.631889 63.631126)
AZ,27-05-2021,587,587,587,4.16,4.13,4.19,14124,14114,14134,POINT (-111.664616 34.293239)
CO,27-05-2021,531,523,539,5.33,5.33,5.33,9955,9955,9955,POINT (-105.547832 38.998552)
DE,27-05-2021,72,72,72,2.44,2.44,2.44,2949,2949,2949,POINT (-75.452394 38.994926)
FL,27-05-2021,2521,2521,2521,4.86,4.84,4.89,52795,52763,52827,POINT (-82.420978 28.260731)
HI,27-05-2021,73,73,73,2.94,2.94,2.94,2480,2480,2480,POINT (-157.854309 21.361013)
IA,27-05-2021,143,143,143,1.89,1.89,1.89,7652,7652,7652,POINT (-93.500061 42.074659)
IL,27-05-2021,1252,1252,1252,4.37,4.37,4.37,28670,28670,28670,POINT (-89.148632 40.124144)
KY,27-05-2021,357,356,358,2.92,2.92,2.92,12219,12219,12219,POINT (-85.290484 37.526683)
MA,27-05-2021,234,232,235,1.4,1.22,1.58,16718,16676,16760,POINT (-71.481104 42.151077)
ME,27-05-2021,132,132,132,4.58,4.58,4.58,2880,2880,2880,POINT (-69.06137 45.117911)
MN,27-05-2021,381,369,393,3.95,2.7,5.2,9646,9632,9660,POINT (-94.198308 46.349153)
MO,27-05-2021,660,658,661,4.57,4.57,4.57,14423,14423,14423,POINT (-92.477244 38.3675)
MS,27-05-2021,226,226,226,2.87,2.87,2.87,7862,7862,7862,POINT (-89.65344 32.713378)
MT,27-05-2021,70,70,70,2.45,2.45,2.45,2858,2858,2858,POINT (-109.645127 47.033521)
ND,27-05-2021,69,69,69,3.39,3.29,3.48,2038,2033,2043,POINT (-100.46931 47.446305)
NE,27-05-2021,83,83,83,2.11,2.11,2.11,4006,4006,4006,POINT (-99.810595 41.527099)
NH,27-05-2021,63,63,63,2.27,2.27,2.27,2776,2776,2776,POINT (-71.57139 43.680429)
NJ,27-05-2021,582,582,582,2.87,2.87,2.87,20282,20282,20282,POINT (-74.655514 40.110253)
NM,27-05-2021,124,124,124,3.43,3.43,3.43,3615,3615,3615,POINT (-106.108388 34.421369)
NV,27-05-2021,224,224,224,3.03,3.03,3.03,7574,7574,7574,POINT (-114.916992 39.283294)
NY,27-05-2021,1634,1633,1636,3.42,3.42,3.42,47795,47795,47795,POINT (-75.59655 42.921241)
OK,27-05-2021,214,214,214,2.29,2.26,2.33,9439,9429,9449,POINT (-97.508297 35.583449)
PA,27-05-2021,1492,1490,1494,5.29,5.2,5.38,28548,28500,28596,POINT (-77.838886 40.896694)
SC,27-05-2021,213,212,214,2.34,2.34,2.34,9091,9091,9091,POINT (-80.864614 33.878572)
SD,27-05-2021,46,46,46,1.95,1.95,1.95,2364,2364,2364,POINT (-100.230491 44.43614)
TN,27-05-2021,562,561,563,3.27,3.27,3.27,17604,17604,17604,POINT (-86.343226 35.842998)
UT,27-05-2021,158,157,160,2.98,2.98,2.98,5320,5320,5320,POINT (-111.678222 39.323779)
VA,27-05-2021,496,496,497,3.08,3.08,3.08,16132,16132,16132,POINT (-78.666382 37.510861)
AK,28-05-2021,21,21,21,1.43,1.43,1.43,1470,1470,1470,POINT (-151.631889 63.631126)
AZ,28-05-2021,542,542,542,3.82,3.82,3.82,14197,14197,14197,POINT (-111.664616 34.293239)
CO,28-05-2021,529,519,539,5.31,5.31,5.31,9968,9968,9968,POINT (-105.547832 38.998552)
DE,28-05-2021,60,60,60,2.19,2.19,2.19,2735,2735,2735,POINT (-75.452394 38.994926)
FL,28-05-2021,2442,2442,2442,4.72,4.7,4.75,52669,52643,52695,POINT (-82.420978 28.260731)
HI,28-05-2021,74,73,75,3,2.56,3.44,2469,2464,2474,POINT (-157.854309 21.361013)
IA,28-05-2021,205,205,205,2.71,2.71,2.71,7652,7646,7658,POINT (-93.500061 42.074659)
IL,28-05-2021,1215,1210,1220,4.24,4.24,4.24,28657,28657,28657,POINT (-89.148632 40.124144)
KY,28-05-2021,331,331,331,2.71,2.71,2.71,12217,12217,12217,POINT (-85.290484 37.526683)
MA,28-05-2021,220,218,222,1.32,1.32,1.32,16729,16729,16729,POINT (-71.481104 42.151077)
ME,28-05-2021,127,126,128,4.42,4.42,4.42,2874,2874,2874,POINT (-69.06137 45.117911)
MN,28-05-2021,366,351,381,3.8,2.22,5.39,9622,9605,9639,POINT (-94.198308 46.349153)
MO,28-05-2021,650,649,650,4.51,4.51,4.51,14391,14391,14391,POINT (-92.477244 38.3675)
MS,28-05-2021,224,222,225,2.85,2.85,2.85,7830,7830,7830,POINT (-89.65344 32.713378)
MT,28-05-2021,72,72,72,2.52,2.52,2.52,2858,2858,2858,POINT (-109.645127 47.033521)
ND,28-05-2021,73,73,73,3.62,3.62,3.62,2019,2019,2019,POINT (-100.46931 47.446305)
NE,28-05-2021,79,79,79,2.02,2.02,2.02,3987,3987,3987,POINT (-99.810595 41.527099)
NH,28-05-2021,55,55,55,1.98,1.98,1.98,2776,2776,2776,POINT (-71.57139 43.680429)
NJ,28-05-2021,568,567,569,2.79,2.79,2.79,20350,20350,20350,POINT (-74.655514 40.110253)
NM,28-05-2021,122,121,123,3.36,3.36,3.36,3626,3626,3626,POINT (-106.108388 34.421369)
NV,28-05-2021,253,253,253,3.41,3.41,3.41,7582,7582,7582,POINT (-114.916992 39.283294)
NY,28-05-2021,1586,1585,1587,3.32,3.32,3.32,47752,47752,47752,POINT (-75.59655 42.921241)
OK,28-05-2021,220,220,220,2.37,2.31,2.42,9407,9390,9424,POINT (-97.508297 35.583449)
PA,28-05-2021,1640,1636,1644,5.78,5.6,5.97,28688,28602,28773,POINT (-77.838886 40.896694)
SC,28-05-2021,224,223,225,2.47,2.47,2.47,9076,9076,9076,POINT (-80.864614 33.878572)
SD,28-05-2021,41,41,41,1.73,1.73,1.73,2364,2364,2364,POINT (-100.230491 44.43614)
TN,28-05-2021,549,548,550,3.19,3.19,3.19,17602,17602,17602,POINT (-86.343226 35.842998)
UT,28-05-2021,149,149,149,2.8,2.8,2.8,5320,5320,5320,POINT (-111.678222 39.323779)
VA,28-05-2021,514,512,515,3.19,3.19,3.19,16122,16122,16122,POINT (-78.666382 37.510861)
AK,29-05-2021,15,15,15,1.02,1.02,1.02,1468,1468,1468,POINT (-151.631889 63.631126)
AZ,29-05-2021,535,535,535,3.84,3.79,3.88,13957,13941,13973,POINT (-111.664616 34.293239)
CO,29-05-2021,509,499,519,5.11,5.11,5.11,9965,9965,9965,POINT (-105.547832 38.998552)
DE,29-05-2021,67,67,67,2.46,2.46,2.46,2729,2729,2729,POINT (-75.452394 38.994926)
FL,29-05-2021,2380,2378,2382,4.64,4.64,4.64,52307,52307,52307,POINT (-82.420978 28.260731)
HI,29-05-2021,64,63,65,2.59,2.59,2.59,2469,2469,2469,POINT (-157.854309 21.361013)
IA,29-05-2021,201,200,202,2.65,2.65,2.65,7670,7670,7670,POINT (-93.500061 42.074659)
IL,29-05-2021,1134,1133,1135,3.97,3.97,3.97,28541,28541,28541,POINT (-89.148632 40.124144)
KY,29-05-2021,339,338,340,2.77,2.77,2.77,12223,12223,12223,POINT (-85.290484 37.526683)
MA,29-05-2021,214,214,214,1.28,1.28,1.28,16668,16668,16668,POINT (-71.481104 42.151077)
ME,29-05-2021,130,130,130,4.55,4.55,4.55,2860,2860,2860,POINT (-69.06137 45.117911)
MN,29-05-2021,339,323,355,3.59,1.79,5.39,9436,9418,9454,POINT (-94.198308 46.349153)
MO,29-05-2021,642,641,643,4.56,4.56,4.56,14070,14070,14070,POINT (-92.477244 38.3675)
MS,29-05-2021,196,196,196,2.54,2.48,2.6,7719,7706,7732,POINT (-89.65344 32.713378)
MT,29-05-2021,70,70,70,2.44,2.44,2.44,2864,2864,2864,POINT (-109.645127 47.033521)
ND,29-05-2021,66,66,66,3.25,3.25,3.25,2031,2031,2031,POINT (-100.46931 47.446305)
NE,29-05-2021,82,81,84,2.11,2.11,2.11,3981,3981,3981,POINT (-99.810595 41.527099)
NH,29-05-2021,37,37,37,1.33,1.33,1.33,2779,2779,2779,POINT (-71.57139 43.680429)
NJ,29-05-2021,544,544,544,2.68,2.68,2.68,20282,20282,20282,POINT (-74.655514 40.110253)
NM,29-05-2021,111,110,113,3.09,2.45,3.72,3608,3568,3648,POINT (-106.108388 34.421369)
NV,29-05-2021,230,230,230,3.1,3.1,3.1,7585,7585,7585,POINT (-114.916992 39.283294)
NY,29-05-2021,1447,1447,1447,3.03,3.03,3.03,47712,47712,47712,POINT (-75.59655 42.921241)
OK,29-05-2021,200,200,200,2.19,2.13,2.25,9238,9221,9255,POINT (-97.508297 35.583449)
PA,29-05-2021,1470,1460,1480,5.17,4.83,5.51,28769,28714,28824,POINT (-77.838886 40.896694)
SC,29-05-2021,210,210,210,2.32,2.32,2.32,9033,9033,9033,POINT (-80.864614 33.878572)
SD,29-05-2021,42,42,42,1.78,1.78,1.78,2364,2364,2364,POINT (-100.230491 44.43614)
TN,29-05-2021,534,531,536,3.11,3.11,3.11,17598,17598,17598,POINT (-86.343226 35.842998)
UT,29-05-2021,128,128,128,2.41,2.41,2.41,5320,5320,5320,POINT (-111.678222 39.323779)
VA,29-05-2021,484,484,484,3,3,3,16128,16128,16128,POINT (-78.666382 37.510861)
AK,30-05-2021,18,18,18,1.23,1.23,1.23,1465,1465,1465,POINT (-151.631889 63.631126)
AZ,30-05-2021,511,511,511,3.71,3.64,3.77,13795,13774,13816,POINT (-111.664616 34.293239)
CO,30-05-2021,517,506,528,5.19,5.19,5.19,9967,9967,9967,POINT (-105.547832 38.998552)
DE,30-05-2021,63,59,67,2.31,2.31,2.31,2722,2722,2722,POINT (-75.452394 38.994926)
FL,30-05-2021,2351,2348,2354,4.6,4.6,4.6,52121,52121,52121,POINT (-82.420978 28.260731)
HI,30-05-2021,74,74,74,2.99,2.99,2.99,2476,2476,2476,POINT (-157.854309 21.361013)
IA,30-05-2021,216,216,217,2.86,2.86,2.86,7668,7668,7668,POINT (-93.500061 42.074659)
IL,30-05-2021,1095,1094,1096,3.84,3.84,3.84,28551,28551,28551,POINT (-89.148632 40.124144)
KY,30-05-2021,325,325,325,2.66,2.66,2.66,12224,12224,12224,POINT (-85.290484 37.526683)
MA,30-05-2021,215,213,217,1.3,1.3,1.3,16558,16558,16558,POINT (-71.481104 42.151077)
ME,30-05-2021,119,119,119,4.18,4.18,4.18,2849,2849,2849,POINT (-69.06137 45.117911)
MN,30-05-2021,323,306,340,3.52,1.52,5.51,9189,9170,9208,POINT (-94.198308 46.349153)
MO,30-05-2021,668,668,668,4.83,4.83,4.83,13839,13839,13839,POINT (-92.477244 38.3675)
MS,30-05-2021,208,207,208,2.7,2.7,2.7,7686,7686,7686,POINT (-89.65344 32.713378)
MT,30-05-2021,62,62,62,2.17,2.17,2.17,2861,2861,2861,POINT (-109.645127 47.033521)
ND,30-05-2021,62,62,62,3.09,3,3.18,2007,2002,2012,POINT (-100.46931 47.446305)
NE,30-05-2021,77,77,77,1.96,1.96,1.96,4008,4008,4008,POINT (-99.810595 41.527099)
NH,30-05-2021,31,30,32,1.11,1.11,1.11,2782,2782,2782,POINT (-71.57139 43.680429)
NJ,30-05-2021,549,549,549,2.71,2.71,2.71,20272,20272,20272,POINT (-74.655514 40.110253)
NM,30-05-2021,107,105,108,2.96,2.39,3.53,3599,3559,3639,POINT (-106.108388 34.421369)
NV,30-05-2021,219,218,220,2.95,2.95,2.95,7591,7591,7591,POINT (-114.916992 39.283294)
NY,30-05-2021,1409,1406,1412,2.96,2.96,2.96,47646,47646,47646,POINT (-75.59655 42.921241)
OK,30-05-2021,201,201,201,2.22,2.16,2.29,9146,9128,9164,POINT (-97.508297 35.583449)
PA,30-05-2021,1421,1408,1434,5.02,4.6,5.45,28624,28567,28681,POINT (-77.838886 40.896694)
SC,30-05-2021,196,196,196,2.18,2.18,2.18,8997,8997,8997,POINT (-80.864614 33.878572)
SD,30-05-2021,44,44,44,1.86,1.86,1.86,2364,2364,2364,POINT (-100.230491 44.43614)
TN,30-05-2021,532,532,533,3.1,3.1,3.1,17583,17583,17583,POINT (-86.343226 35.842998)
UT,30-05-2021,134,133,135,2.52,2.52,2.52,5320,5320,5320,POINT (-111.678222 39.323779)
VA,30-05-2021,485,484,486,3.01,3.01,3.01,16138,16138,16138,POINT (-78.666382 37.510861)
AK,31-05-2021,21,21,21,1.43,1.43,1.43,1469,1469,1469,POINT (-151.631889 63.631126)
AZ,31-05-2021,523,523,523,3.8,3.74,3.85,13781,13763,13799,POINT (-111.664616 34.293239)
CO,31-05-2021,509,497,521,5.11,5.11,5.11,9964,9964,9964,POINT (-105.547832 38.998552)
DE,31-05-2021,55,55,55,2.02,2.02,2.02,2728,2728,2728,POINT (-75.452394 38.994926)
FL,31-05-2021,2342,2333,2351,4.57,4.57,4.57,52170,52170,52170,POINT (-82.420978 28.260731)
HI,31-05-2021,50,50,50,2.02,2.02,2.02,2477,2477,2477,POINT (-157.854309 21.361013)
IA,31-05-2021,203,203,203,2.68,2.68,2.68,7668,7662,7674,POINT (-93.500061 42.074659)
IL,31-05-2021,1095,1083,1107,3.83,3.83,3.83,28555,28555,28555,POINT (-89.148632 40.124144)
KY,31-05-2021,332,332,332,2.72,2.72,2.72,12223,12223,12223,POINT (-85.290484 37.526683)
MA,31-05-2021,207,206,208,1.26,1.26,1.26,16485,16485,16485,POINT (-71.481104 42.151077)
ME,31-05-2021,129,129,129,4.59,4.59,4.59,2810,2810,2810,POINT (-69.06137 45.117911)
MN,31-05-2021,316,298,334,3.41,1.33,5.48,9280,9260,9300,POINT (-94.198308 46.349153)
MO,31-05-2021,626,626,626,4.47,4.47,4.47,14001,14001,14001,POINT (-92.477244 38.3675)
MS,31-05-2021,206,205,207,2.68,2.68,2.68,7697,7697,7697,POINT (-89.65344 32.713378)
MT,31-05-2021,66,65,66,2.29,2.29,2.29,2861,2861,2861,POINT (-109.645127 47.033521)
ND,31-05-2021,57,57,57,2.82,2.48,3.16,2021,2005,2037,POINT (-100.46931 47.446305)
NE,31-05-2021,80,80,80,2.05,2.05,2.05,3974,3974,3974,POINT (-99.810595 41.527099)
NH,31-05-2021,28,28,28,1.01,1.01,1.01,2779,2779,2779,POINT (-71.57139 43.680429)
NJ,31-05-2021,539,539,539,2.66,2.66,2.66,20260,20260,20260,POINT (-74.655514 40.110253)
NM,31-05-2021,113,111,115,3.13,3.13,3.13,3609,3609,3609,POINT (-106.108388 34.421369)
NV,31-05-2021,213,213,213,2.88,2.88,2.88,7574,7574,7574,POINT (-114.916992 39.283294)
NY,31-05-2021,1471,1467,1475,3.08,3.08,3.08,47706,47706,47706,POINT (-75.59655 42.921241)
OK,31-05-2021,188,182,195,2.09,1.11,3.06,9139,9123,9155,POINT (-97.508297 35.583449)
PA,31-05-2021,1450,1440,1461,5.1,4.75,5.46,28760,28677,28843,POINT (-77.838886 40.896694)
SC,31-05-2021,194,194,194,2.16,2.16,2.16,8993,8993,8993,POINT (-80.864614 33.878572)
SD,31-05-2021,39,39,39,1.65,1.65,1.65,2364,2364,2364,POINT (-100.230491 44.43614)
TN,31-05-2021,527,527,527,3.07,3.07,3.07,17582,17582,17582,POINT (-86.343226 35.842998)
UT,31-05-2021,133,132,134,2.5,2.5,2.5,5320,5320,5320,POINT (-111.678222 39.323779)
VA,31-05-2021,468,468,468,2.9,2.9,2.9,16149,16149,16149,POINT (-78.666382 37.510861)
AK,01-06-2021,22,22,22,1.49,1.49,1.49,1473,1473,1473,POINT (-151.631889 63.631126)
AZ,01-06-2021,531,531,531,3.84,3.84,3.84,13855,13855,13855,POINT (-111.664616 34.293239)
CO,01-06-2021,508,495,520,5.09,5.09,5.09,9966,9966,9966,POINT (-105.547832 38.998552)
DE,01-06-2021,65,65,65,2.38,2.38,2.38,2727,2727,2727,POINT (-75.452394 38.994926)
FL,01-06-2021,2344,2343,2346,4.56,4.56,4.56,52322,52322,52322,POINT (-82.420978 28.260731)
HI,01-06-2021,59,59,59,2.39,2.39,2.39,2464,2464,2464,POINT (-157.854309 21.361013)
IA,01-06-2021,212,212,212,2.81,2.81,2.81,7654,7641,7667,POINT (-93.500061 42.074659)
IL,01-06-2021,1154,1142,1166,4.04,3.62,4.46,28539,28482,28596,POINT (-89.148632 40.124144)
KY,01-06-2021,317,316,318,2.59,2.59,2.59,12218,12218,12218,POINT (-85.290484 37.526683)
MA,01-06-2021,206,203,209,1.25,1.25,1.25,16509,16509,16509,POINT (-71.481104 42.151077)
ME,01-06-2021,122,122,122,4.26,4.26,4.26,2863,2863,2863,POINT (-69.06137 45.117911)
MN,01-06-2021,328,310,347,3.53,1.4,5.65,9316,9295,9337,POINT (-94.198308 46.349153)
MO,01-06-2021,660,660,660,4.67,4.67,4.67,14133,14133,14133,POINT (-92.477244 38.3675)
MS,01-06-2021,212,212,212,2.71,2.71,2.71,7833,7833,7833,POINT (-89.65344 32.713378)
MT,01-06-2021,65,65,65,2.28,2.28,2.28,2855,2855,2855,POINT (-109.645127 47.033521)
ND,01-06-2021,52,52,53,2.56,2.5,2.63,2047,2043,2051,POINT (-100.46931 47.446305)
NE,01-06-2021,80,80,80,2.04,2.04,2.04,3996,3996,3996,POINT (-99.810595 41.527099)
NH,01-06-2021,26,26,26,0.94,0.94,0.94,2778,2778,2778,POINT (-71.57139 43.680429)
NJ,01-06-2021,522,522,522,2.57,2.57,2.57,20277,20277,20277,POINT (-74.655514 40.110253)
NM,01-06-2021,113,113,113,3.13,3.13,3.13,3611,3611,3611,POINT (-106.108388 34.421369)
NV,01-06-2021,230,229,232,3.12,3.12,3.12,7565,7565,7565,POINT (-114.916992 39.283294)
NY,01-06-2021,1542,1539,1545,3.22,3.22,3.22,47884,47884,47884,POINT (-75.59655 42.921241)
OK,01-06-2021,181,181,181,1.98,1.94,2.03,9224,9209,9239,POINT (-97.508297 35.583449)
PA,01-06-2021,1395,1391,1399,5.02,4.86,5.18,28127,28068,28186,POINT (-77.838886 40.896694)
SC,01-06-2021,200,199,200,2.21,2.21,2.21,9018,9018,9018,POINT (-80.864614 33.878572)
SD,01-06-2021,31,31,31,1.31,1.31,1.31,2364,2364,2364,POINT (-100.230491 44.43614)
TN,01-06-2021,515,515,515,2.99,2.99,2.99,17615,17615,17615,POINT (-86.343226 35.842998)
UT,01-06-2021,136,135,137,2.56,2.56,2.56,5320,5320,5320,POINT (-111.678222 39.323779)
VA,01-06-2021,505,505,505,3.12,3.12,3.12,16161,16161,16161,POINT (-78.666382 37.510861)
AK,02-06-2021,21,21,21,1.43,1.43,1.43,1466,1466,1466,POINT (-151.631889 63.631126)
AZ,02-06-2021,503,503,503,3.59,3.56,3.62,14019,14009,14029,POINT (-111.664616 34.293239)
CO,02-06-2021,497,485,509,4.99,3.91,6.06,9967,9954,9980,POINT (-105.547832 38.998552)
DE,02-06-2021,61,61,61,2.24,2.24,2.24,2729,2729,2729,POINT (-75.452394 38.994926)
FL,02-06-2021,2299,2298,2300,4.46,4.46,4.46,52550,52550,52550,POINT (-82.420978 28.260731)
HI,02-06-2021,54,54,54,2.18,2.18,2.18,2480,2480,2480,POINT (-157.854309 21.361013)
IA,02-06-2021,205,205,205,2.7,2.7,2.7,7678,7668,7688,POINT (-93.500061 42.074659)
IL,02-06-2021,1021,1019,1023,3.57,3.45,3.7,28567,28496,28638,POINT (-89.148632 40.124144)
KY,02-06-2021,327,325,329,2.61,2.61,2.61,12519,12519,12519,POINT (-85.290484 37.526683)
MA,02-06-2021,188,187,190,1.13,1.13,1.13,16675,16675,16675,POINT (-71.481104 42.151077)
ME,02-06-2021,121,121,121,4.22,4.22,4.22,2868,2868,2868,POINT (-69.06137 45.117911)
MN,02-06-2021,326,308,344,3.38,1.31,5.45,9647,9626,9668,POINT (-94.198308 46.349153)
MO,02-06-2021,701,700,702,4.87,4.87,4.87,14394,14394,14394,POINT (-92.477244 38.3675)
MS,02-06-2021,198,198,198,2.52,2.52,2.52,7852,7852,7852,POINT (-89.65344 32.713378)
MT,02-06-2021,67,67,67,2.35,2.35,2.35,2852,2852,2852,POINT (-109.645127 47.033521)
ND,02-06-2021,63,63,63,3.05,3.05,3.05,2066,2066,2066,POINT (-100.46931 47.446305)
NE,02-06-2021,80,80,80,2.03,2.03,2.03,4012,4012,4012,POINT (-99.810595 41.527099)
NH,02-06-2021,30,30,30,1.08,1.08,1.08,2778,2778,2778,POINT (-71.57139 43.680429)
NJ,02-06-2021,520,520,520,2.56,2.56,2.56,20318,20318,20318,POINT (-74.655514 40.110253)
NM,02-06-2021,108,107,109,2.98,2.98,2.98,3624,3624,3624,POINT (-106.108388 34.421369)
NV,02-06-2021,232,232,232,3.13,3.13,3.13,7573,7573,7573,POINT (-114.916992 39.283294)
NY,02-06-2021,1446,1446,1446,3.02,3.02,3.02,47950,47886,48014,POINT (-75.59655 42.921241)
OK,02-06-2021,225,225,225,2.47,2.41,2.53,9213,9196,9230,POINT (-97.508297 35.583449)
PA,02-06-2021,1418,1414,1423,5.05,4.88,5.22,28436,28351,28522,POINT (-77.838886 40.896694)
SC,02-06-2021,202,201,202,2.22,2.22,2.22,9057,9057,9057,POINT (-80.864614 33.878572)
SD,02-06-2021,31,31,31,1.31,1.31,1.31,2364,2364,2364,POINT (-100.230491 44.43614)
TN,02-06-2021,499,499,499,2.9,2.9,2.9,17624,17624,17624,POINT (-86.343226 35.842998)
UT,02-06-2021,149,149,149,2.8,2.8,2.8,5318,5318,5318,POINT (-111.678222 39.323779)
VA,02-06-2021,482,482,482,2.99,2.99,2.99,16110,16110,16110,POINT (-78.666382 37.510861)
AK,03-06-2021,22,19,24,1.46,1.46,1.46,1471,1471,1471,POINT (-151.631889 63.631126)
AZ,03-06-2021,530,518,543,3.77,2.85,4.7,14080,14062,14098,POINT (-111.664616 34.293239)
CO,03-06-2021,496,484,509,5.01,4.87,5.14,9950,9934,9966,POINT (-105.547832 38.998552)
DE,03-06-2021,57,57,57,2.08,2.08,2.08,2735,2735,2735,POINT (-75.452394 38.994926)
FL,03-06-2021,2260,2251,2268,4.38,4.23,4.53,52580,52575,52585,POINT (-82.420978 28.260731)
HI,03-06-2021,74,74,74,3,3,3,2466,2466,2466,POINT (-157.854309 21.361013)
IA,03-06-2021,205,205,205,2.71,2.71,2.71,7656,7656,7656,POINT (-93.500061 42.074659)
IL,03-06-2021,973,971,975,3.4,3.28,3.53,28585,28509,28661,POINT (-89.148632 40.124144)
KY,03-06-2021,300,300,300,2.46,2.46,2.46,12209,12209,12209,POINT (-85.290484 37.526683)
MA,03-06-2021,192,189,196,1.14,1.14,1.14,16826,16826,16826,POINT (-71.481104 42.151077)
ME,03-06-2021,113,113,113,3.94,3.94,3.94,2871,2871,2871,POINT (-69.06137 45.117911)
MN,03-06-2021,326,307,345,3.37,3.37,3.37,9687,9665,9709,POINT (-94.198308 46.349153)
MO,03-06-2021,662,661,664,4.6,4.6,4.6,14400,14400,14400,POINT (-92.477244 38.3675)
MS,03-06-2021,190,190,190,2.42,2.42,2.42,7860,7860,7860,POINT (-89.65344 32.713378)
MT,03-06-2021,66,66,66,2.31,2.17,2.45,2853,2840,2866,POINT (-109.645127 47.033521)
ND,03-06-2021,68,68,68,3.33,3.33,3.33,2042,2042,2042,POINT (-100.46931 47.446305)
NE,03-06-2021,72,72,72,1.83,1.76,1.89,4016,4007,4025,POINT (-99.810595 41.527099)
NH,03-06-2021,34,34,34,1.22,1.22,1.22,2777,2777,2777,POINT (-71.57139 43.680429)
NJ,03-06-2021,494,490,497,2.43,2.43,2.43,20335,20335,20335,POINT (-74.655514 40.110253)
NM,03-06-2021,120,118,121,3.3,3.3,3.3,3626,3626,3626,POINT (-106.108388 34.421369)
NV,03-06-2021,227,227,227,3.07,3.07,3.07,7564,7564,7564,POINT (-114.916992 39.283294)
NY,03-06-2021,1333,1333,1333,2.78,2.78,2.78,47951,47951,47951,POINT (-75.59655 42.921241)
OK,03-06-2021,226,223,229,2.47,2.07,2.86,9257,9216,9298,POINT (-97.508297 35.583449)
PA,03-06-2021,1401,1401,1401,4.96,4.96,4.96,28580,28488,28672,POINT (-77.838886 40.896694)
SC,03-06-2021,196,196,196,2.17,2.17,2.17,9042,9042,9042,POINT (-80.864614 33.878572)
SD,03-06-2021,33,33,33,1.4,1.4,1.4,2364,2364,2364,POINT (-100.230491 44.43614)
TN,03-06-2021,476,472,481,2.77,2.77,2.77,17600,17600,17600,POINT (-86.343226 35.842998)
UT,03-06-2021,153,153,153,2.88,2.88,2.88,5319,5319,5319,POINT (-111.678222 39.323779)
VA,03-06-2021,478,477,479,2.96,2.96,2.96,16126,16126,16126,POINT (-78.666382 37.510861)
AK,04-06-2021,23,23,23,1.56,1.56,1.56,1475,1475,1475,POINT (-151.631889 63.631126)
AZ,04-06-2021,514,504,523,3.66,2.98,4.33,14062,14040,14084,POINT (-111.664616 34.293239)
CO,04-06-2021,473,460,486,4.8,4.68,4.92,9890,9870,9910,POINT (-105.547832 38.998552)
DE,04-06-2021,51,51,51,1.87,1.87,1.87,2734,2734,2734,POINT (-75.452394 38.994926)
FL,04-06-2021,2153,2150,2156,4.17,4.08,4.25,52625,52544,52706,POINT (-82.420978 28.260731)
