station,state,latitude,longitude,elevation,date,TMIN,TMAX,TAVG,AWND,WDF5,WSF5,SNOW,SNWD,PRCP
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,2017-01-31,21.2,33.08,31.28,11.1847,360,29.08022,1.1023628,1.181103,0.05118113
FARGO HECTOR INTL AP,ND,46.9253,-96.8111,274.3,2017-01-31,9.14,35.96,34.88,17.000744,340,34.001488,0.1968505,1.968505,0.01968505
CONCORD MUNI AP,NH,43.1953,-71.5011,105.5,2017-01-31,9.14,28.22,20.48,4.250186,330,19.908766,0.3149608,9.055123,0.01968505
BISMARCK,ND,46.7708,-100.7603,505.4,2017-01-31,16.16,35.06,32.54,15.211192,320,33.106712,0.1181103,14.960638,0.01181103
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,2017-01-31,19.22,35.96,32.18,10.289924,320,25.053728,1.4173236,11.81103,0.05118113
MADISON DANE RGNL AP,WI,43.1406,-89.3453,264,2017-01-31,31.1,37.04,32,7.381902,310,23.935258,0.7086618,5.118113,0.05118113
DULUTH,MN,46.8369,-92.2097,435.3,2017-01-31,19.22,31.1,23.54,11.632088,310,29.08022,0.5118113,11.81103,0.03149608
NORFOLK KARL STEFAN AP,NE,41.9856,-97.4353,472.7,2017-01-31,30.2,39.02,36.68,10.737312,300,27.96175,0.1181103,1.968505,0.01181103
MUSKEGON CO AP,MI,43.1711,-86.2367,190.5,2017-01-31,25.16,35.96,26.24,10.513618,280,29.974996,0.9842525,5.118113,0.05905515
AKRON CANTON RGNL AP,OH,40.9167,-81.4333,368.2,2017-01-31,24.26,37.94,30.2,14.54011,280,34.001488,0.9055123,1.181103,0.18897648
YAKIMA AIR TERMINAL,WA,46.5683,-120.5428,324.3,2017-01-31,12.2,35.96,32.36,5.144962,280,14.092722,3.7007894,9.842525,0.1181103
DETROIT METRO AP,MI,42.2314,-83.3308,192.3,2017-01-31,26.24,35.96,29.12,9.171454,280,31.988242,3.1889781,5.905515,0.24015761
GRAND RAPIDS,MI,42.8939,-85.5447,237.1,2017-01-31,23.18,33.98,25.52,10.289924,280,27.96175,3.3070884,3.93701,0.25196864
LANSING CAPITAL CITY AP,MI,42.7803,-84.5789,256.3,2017-01-31,23.18,32,26.06,9.842536,270,33.106712,2.5984266,3.149608,0.18110246
LA CROSSE MUNI AP,WI,43.8789,-91.2528,198.7,2017-01-31,33.08,42.08,36.14,11.1847,270,29.974996,0.5905515,3.149608,0.03149608
HELENA RGNL AP,MT,46.6056,-111.9636,1166.8,2017-01-31,14.18,37.04,28.22,9.171454,270,19.908766,4.4094512,7.086618,0.16141741
LEWISTON NEZ PERCE CO AP,ID,46.3747,-117.0156,437.7,2017-01-31,18.14,33.98,33.26,5.144962,270,12.079476,2.5196864,1.181103,0.14173236
CLEVELAND,OH,41.4131,-81.86,232.6,2017-01-31,26.24,37.94,31.1,15.882274,260,42.054472,2.0078751,5.118113,0.22047256
FLINT BISHOP INTL AP,MI,42.9667,-83.7494,234.7,2017-01-31,22.1,30.2,25.88,10.06623,260,31.093466,1.6141741,3.149608,0.11023628
YOUNGSTOWN RGNL AP,OH,41.2544,-80.6739,359.7,2017-01-31,22.1,35.96,27.14,12.30317,260,38.02798,2.9921276,3.93701,0.24015761
ERIE INTL AP,PA,42.08,-80.1825,222.5,2017-01-31,22.1,33.98,26.42,12.079476,260,36.90951,2.7165369,3.93701,0.24015761
GREEN BAY,WI,44.4983,-88.1111,207.9,2017-01-31,21.2,30.2,24.08,8.724066,260,23.040482,1.181103,5.905515,0.05118113
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,2017-01-31,18.14,27.14,21.74,6.487126,260,21.922012,1.8110246,7.086618,0.14960638
BUFFALO,NY,42.9486,-78.7369,211.2,2017-01-31,20.12,31.1,23.18,5.816044,240,23.040482,1.8110246,1.968505,0.14173236
MANSFIELD LAHM MUNI AP,OH,40.8203,-82.5178,394.7,2017-01-31,25.16,37.04,31.28,14.987498,230,34.001488,1.6141741,1.968505,0.18110246
PITTSBURGH INTL AP,PA,40.4847,-80.2144,366.7,2017-01-31,23.18,39.02,29.84,11.855782,220,29.974996,1.4960638,1.181103,0.16141741
NOME MUNI AP,AK,64.5111,-165.44,4,2017-01-31,10.22,29.12,24.98,10.06623,210,33.106712,0.1968505,22.834658,0.01181103
HARTFORD BRADLEY INTL AP,CT,41.9381,-72.6825,57.9,2017-01-31,14.18,25.16,21.92,3.35541,180,12.974252,2.2834658,2.0078751,0.14173236
BETTLES AP,AK,66.9161,-151.5089,195.7,2017-01-31,18.14,27.14,18.14,4.026492,160,16.105968,1.181103,20.078751,0.0393701
BINGHAMTON,NY,42.1997,-75.985,489.5,2017-01-31,10.22,27.14,15.62,7.381902,150,21.027236,2.2834658,3.149608,0.14960638
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-01-31,19.22,30.2,22.46,2.908022,140,14.987498,2.2834658,1.968505,0.18897648
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,2017-01-31,15.26,30.2,22.28,4.921268,130,19.908766,0.7086618,1.181103,0.07086618
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-01-31,18.14,25.16,20.84,4.250186,90,14.092722,1.2992133,11.81103,0.1181103
GREAT FALLS INTL AP,MT,47.4733,-111.3822,1116.8,2017-01-31,11.12,30.2,24.26,9.842536,60,21.922012,3.8188997,3.149608,0.18110246
PENDLETON,OR,45.6906,-118.8528,461.8,2017-01-31,14.18,33.98,29.48,3.579104,10,12.974252,4.6063017,5.118113,0.29921276
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,2017-02-01,9.14,22.1,19.94,17.224438,350,36.014734,0.5118113,1.968505,0.03149608
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-02-01,13.1,29.12,23.72,10.513618,320,34.001488,1.181103,12.992133,0.07086618
VALENTINE MILLER FLD,NE,42.8783,-100.55,789.4,2017-02-01,14.18,25.16,22.46,8.94776,320,21.922012,0.7086618,1.968505,0.03149608
BILLINGS LOGAN INTL AP,MT,45.8069,-108.5422,1091.5,2017-02-01,-1.84,18.14,14.9,7.82929,320,19.01399,2.0866153,5.118113,0.0787402
REDMOND ROBERTS FLD,OR,44.2558,-121.1392,927.5,2017-02-01,17.24,26.24,23.9,10.961006,320,19.908766,0.9055123,7.9921303,0.03149608
GRAND RAPIDS,MI,42.8939,-85.5447,237.1,2017-02-01,23.18,35.96,30.74,9.395148,320,25.948504,1.181103,5.118113,0.11023628
ROCHESTER INTL AP,MN,43.9042,-92.4917,397.5,2017-02-01,6.26,28.22,22.64,15.882274,310,29.974996,0.1181103,9.842525,0.01181103
LA CROSSE MUNI AP,WI,43.8789,-91.2528,198.7,2017-02-01,12.2,33.98,28.76,11.855782,300,25.053728,0.5118113,3.149608,0.03149608
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-02-01,17.24,30.2,26.42,7.381902,300,29.974996,0.5118113,3.93701,0.03149608
FLINT BISHOP INTL AP,MI,42.9667,-83.7494,234.7,2017-02-01,26.24,33.98,30.2,10.513618,290,23.935258,0.9842525,3.149608,0.03149608
LANSING CAPITAL CITY AP,MI,42.7803,-84.5789,256.3,2017-02-01,25.16,35.06,30.74,10.737312,290,29.08022,1.8110246,3.93701,0.11023628
ALBANY AP,NY,42.7431,-73.8092,95.1,2017-02-01,22.1,39.92,30.02,7.82929,280,29.08022,1.2992133,3.149608,0.05905515
YOUNGSTOWN RGNL AP,OH,41.2544,-80.6739,359.7,2017-02-01,29.12,37.04,34.7,9.395148,280,27.96175,0.393701,3.149608,0.0393701
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,2017-02-01,18.14,29.12,25.16,8.724066,280,25.948504,0.1968505,9.055123,0.01181103
ERIE INTL AP,PA,42.08,-80.1825,222.5,2017-02-01,28.22,35.06,33.44,9.618842,270,38.02798,2.7952771,5.118113,0.16929143
HARTFORD BRADLEY INTL AP,CT,41.9381,-72.6825,57.9,2017-02-01,21.2,42.08,29.3,6.039738,260,23.935258,0.7086618,2.0078751,0.0393701
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,2017-02-01,29.12,35.96,31.46,14.316416,260,36.90951,0.9842525,1.968505,0.05905515
BINGHAMTON,NY,42.1997,-75.985,489.5,2017-02-01,22.1,35.06,28.94,11.1847,250,33.106712,0.1181103,5.118113,0.01181103
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,2017-02-01,23.18,35.96,28.76,13.869028,250,36.90951,1.4173236,1.968505,0.0787402
ELKINS RANDOLPH CO AP,WV,38.8853,-79.8528,603.2,2017-02-01,33.08,37.94,36.86,3.802798,240,19.908766,0.5118113,1.181103,0.24015761
CLEVELAND,OH,41.4131,-81.86,232.6,2017-02-01,31.1,37.94,36.32,10.737312,240,25.948504,0.1181103,1.968505,0.01181103
DETROIT METRO AP,MI,42.2314,-83.3308,192.3,2017-02-01,27.14,37.94,33.08,8.276678,240,25.053728,1.2992133,5.905515,0.09055123
CONCORD MUNI AP,NH,43.1953,-71.5011,105.5,2017-02-01,19.22,39.02,26.96,3.35541,230,27.066974,1.4960638,11.023628,0.1181103
BURLINGTON INTL AP,VT,44.4683,-73.15,100.6,2017-02-01,19.22,33.08,24.98,4.026492,210,14.987498,1.4173236,1.968505,0.0787402
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,2017-02-02,2.12,15.26,12.74,7.82929,340,27.96175,1.181103,1.968505,0.07086618
BISMARCK,ND,46.7708,-100.7603,505.4,2017-02-02,-6.88,15.26,12.02,10.513618,320,34.001488,0.1181103,14.173236,0.01181103
VALENTINE MILLER FLD,NE,42.8783,-100.55,789.4,2017-02-02,10.22,21.2,15.26,6.039738,320,19.908766,0.9842525,1.968505,0.05905515
REDMOND ROBERTS FLD,OR,44.2558,-121.1392,927.5,2017-02-02,16.16,19.22,17.78,5.816044,320,12.974252,4.0157502,10.0000054,0.1181103
BINGHAMTON,NY,42.1997,-75.985,489.5,2017-02-02,18.14,26.24,24.44,8.276678,310,25.948504,1.8897648,5.118113,0.05905515
BURLINGTON INTL AP,VT,44.4683,-73.15,100.6,2017-02-02,21.2,32,27.5,9.395148,290,27.96175,0.3149608,1.968505,0.01181103
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,2017-02-02,14.18,30.2,27.86,11.1847,280,34.001488,2.4015761,3.149608,0.11023628
YOUNGSTOWN RGNL AP,OH,41.2544,-80.6739,359.7,2017-02-02,19.22,31.1,28.22,10.513618,280,27.066974,0.3149608,1.968505,0.01968505
ERIE INTL AP,PA,42.08,-80.1825,222.5,2017-02-02,24.26,32,28.58,13.42164,270,29.974996,0.3149608,5.118113,0.01968505
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-02-02,12.2,18.14,15.26,15.65858,250,33.106712,0.787402,14.173236,0.05118113
DETROIT METRO AP,MI,42.2314,-83.3308,192.3,2017-02-02,13.1,31.1,25.88,13.197946,250,29.08022,0.1968505,3.93701,0.01181103
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,2017-02-02,20.12,29.12,26.96,12.079476,240,38.02798,2.2047256,1.968505,0.09842525
HAVRE CITY CO AP,MT,48.5428,-109.7633,787.9,2017-02-03,-4.9,21.2,5.72,5.816044,330,14.987498,2.0078751,1.181103,0.14173236
YAKIMA AIR TERMINAL,WA,46.5683,-120.5428,324.3,2017-02-03,20.12,28.22,26.06,4.47388,310,12.974252,1.4960638,11.023628,0.22047256
CLEVELAND,OH,41.4131,-81.86,232.6,2017-02-03,18.14,27.14,22.82,13.42164,300,31.093466,0.1968505,1.181103,0.01181103
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-02-03,9.14,22.1,14.54,14.316416,280,31.093466,1.181103,12.992133,0.09055123
ERIE INTL AP,PA,42.08,-80.1825,222.5,2017-02-03,20.12,24.26,22.28,13.42164,280,31.093466,0.5118113,5.118113,0.03149608
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,2017-02-03,-7.78,17.24,4.82,1.789552,280,8.052984,1.6141741,11.81103,0.1181103
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-02-03,-4.9,20.12,12.74,7.381902,280,23.935258,0.5118113,3.93701,0.07086618
BURLINGTON INTL AP,VT,44.4683,-73.15,100.6,2017-02-03,19.22,25.16,23,7.605596,270,23.935258,1.6141741,1.968505,0.07086618
VALENTINE MILLER FLD,NE,42.8783,-100.55,789.4,2017-02-03,-4.9,28.22,10.4,11.632088,200,31.093466,0.393701,3.149608,0.01181103
GREAT FALLS INTL AP,MT,47.4733,-111.3822,1116.8,2017-02-03,1.22,27.14,11.12,9.171454,190,18.119214,0.5905515,3.149608,0.05118113
NORTH PLATTE RGNL AP,NE,41.1214,-100.6694,846.7,2017-02-03,17.24,29.12,20.3,9.171454,170,25.948504,0.5905515,1.181103,0.0393701
GLASGOW INTL AP,MT,48.2138,-106.6213,696.5,2017-02-03,-4.9,17.24,6.44,11.1847,130,23.935258,0.3149608,1.968505,0.01181103
SPOKANE INTL AP,WA,47.6217,-117.5281,717.2,2017-02-03,14.18,23.18,17.78,8.500372,60,19.908766,6.8897675,11.81103,0.72834685
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,2017-02-03,-14.8,14.18,-0.76,4.697574,40,19.908766,10.5118167,9.842525,0.42913409
GRAND FORKS INTL AP,ND,47.9428,-97.1839,256.6,2017-02-04,5.18,22.1,14.18,12.30317,350,29.08022,0.5118113,3.93701,0.0393701
FARGO HECTOR INTL AP,ND,46.9253,-96.8111,274.3,2017-02-04,10.22,30.2,20.84,14.316416,340,29.974996,0.1181103,1.181103,0.01181103
GREAT FALLS INTL AP,MT,47.4733,-111.3822,1116.8,2017-02-04,0.14,13.1,10.22,5.59235,320,12.974252,0.5118113,3.93701,0.0393701
GLASGOW INTL AP,MT,48.2138,-106.6213,696.5,2017-02-04,10.22,16.16,13.46,9.842536,320,21.922012,2.4015761,1.968505,0.12992133
HAVRE CITY CO AP,MT,48.5428,-109.7633,787.9,2017-02-04,13.1,17.24,15.44,4.250186,320,12.974252,2.0078751,3.149608,0.0393701
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,2017-02-04,-7.78,19.22,6.44,5.368656,310,17.000744,2.5196864,11.81103,0.12992133
BISMARCK,ND,46.7708,-100.7603,505.4,2017-02-04,6.26,18.14,12.56,8.724066,310,27.96175,0.5118113,14.173236,0.0393701
HELENA RGNL AP,MT,46.6056,-111.9636,1166.8,2017-02-04,7.16,21.2,12.74,3.802798,280,12.974252,4.4881914,9.055123,0.16141741
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,2017-02-04,15.26,27.14,20.48,12.526864,260,34.001488,3.5039389,5.118113,0.11023628
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-02-04,13.1,26.24,19.58,9.171454,260,25.053728,3.7007894,14.173236,0.20866153
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,2017-02-04,16.16,30.2,19.04,1.789552,250,8.94776,3.3070884,16.141741,0.27952771
DULUTH,MN,46.8369,-92.2097,435.3,2017-02-04,3.2,27.14,13.64,8.724066,240,23.040482,0.9842525,11.023628,0.05905515
SPOKANE INTL AP,WA,47.6217,-117.5281,717.2,2017-02-04,22.1,37.04,23.9,4.697574,180,19.908766,1.6929143,12.992133,0.14173236
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,2017-02-04,12.2,20.12,14.72,7.605596,20,25.053728,5.511814,18.110246,0.38976399
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,2017-02-05,-5.8,9.14,5.36,6.71082,320,21.027236,0.787402,14.173236,0.0393701
BINGHAMTON,NY,42.1997,-75.985,489.5,2017-02-05,20.12,32,24.62,11.1847,310,29.974996,0.1181103,5.118113,0.01968505
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-02-05,19.22,28.22,24.98,12.974252,300,35.119958,1.6141741,18.110246,0.07086618
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,2017-02-05,27.14,33.98,29.12,13.645334,250,33.106712,0.1181103,0.9842525,0.01181103
BUFFALO,NY,42.9486,-78.7369,211.2,2017-02-05,25.16,33.08,28.4,15.211192,240,40.041226,0.787402,1.968505,0.0787402
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,2017-02-05,17.24,33.08,24.62,10.06623,230,31.988242,0.393701,3.93701,0.01181103
YAKIMA AIR TERMINAL,WA,46.5683,-120.5428,324.3,2017-02-05,13.1,37.04,26.42,3.802798,230,10.961006,3.5039389,9.842525,0.27952771
SPOKANE INTL AP,WA,47.6217,-117.5281,717.2,2017-02-05,31.1,37.94,34.34,7.82929,210,27.066974,3.1102379,11.81103,0.38188997
ERIE INTL AP,PA,42.08,-80.1825,222.5,2017-02-05,27.14,37.94,30.92,11.855782,200,29.974996,0.3149608,3.149608,0.01968505
GRAND FORKS INTL AP,ND,47.9428,-97.1839,256.6,2017-02-05,-0.76,10.22,6.08,6.71082,140,16.105968,0.393701,3.93701,0.03149608
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,2017-02-05,16.16,37.94,23.36,7.605596,30,40.041226,1.4960638,16.929143,0.14960638
GREAT FALLS INTL AP,MT,47.4733,-111.3822,1116.8,2017-02-06,-9.76,7.16,3.74,4.697574,360,12.079476,1.6929143,5.118113,0.16141741
HELENA RGNL AP,MT,46.6056,-111.9636,1166.8,2017-02-06,-4.9,12.2,10.76,6.71082,340,17.000744,2.9921276,11.81103,0.18897648
BURLINGTON INTL AP,VT,44.4683,-73.15,100.6,2017-02-06,15.26,29.12,22.28,6.934514,330,34.001488,2.9133874,1.968505,0.07086618
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,2017-02-06,22.1,30.2,26.6,6.039738,310,27.96175,0.1968505,3.93701,0.01181103
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-02-06,17.24,24.26,19.94,5.59235,250,16.105968,1.4173236,16.929143,0.07086618
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,2017-02-06,33.08,44.06,41.9,21.027236,240,70.910998,0.1968505,5.905515,0.16141741
YAKIMA AIR TERMINAL,WA,46.5683,-120.5428,324.3,2017-02-06,21.2,42.98,33.98,4.47388,200,29.974996,0.5118113,9.842525,0.05118113
SEATTLE TACOMA INTL AP,WA,47.4444,-122.3139,112.8,2017-02-06,30.2,37.04,33.08,9.395148,190,25.948504,5.118113,3.93701,0.64960665
GLASGOW INTL AP,MT,48.2138,-106.6213,696.5,2017-02-06,0.14,10.22,8.06,13.42164,90,27.066974,3.3070884,3.93701,0.09842525
HAVRE CITY CO AP,MT,48.5428,-109.7633,787.9,2017-02-06,-7.78,9.14,6.98,9.171454,90,19.01399,0.9842525,3.93701,0.11023628
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,2017-02-06,3.2,11.12,4.82,6.71082,50,16.105968,2.7165369,16.141741,0.16929143
BILLINGS LOGAN INTL AP,MT,45.8069,-108.5422,1091.5,2017-02-06,9.14,15.26,18.5,10.961006,50,27.066974,2.5984266,5.118113,0.14173236
FARGO HECTOR INTL AP,ND,46.9253,-96.8111,274.3,2017-02-06,14.18,18.14,15.62,13.42164,30,31.988242,0.1181103,1.181103,0.01181103
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,2017-02-06,8.24,19.22,17.06,15.65858,20,44.067718,2.5196864,18.897648,0.14173236
GRAND FORKS INTL AP,ND,47.9428,-97.1839,256.6,2017-02-06,7.16,14.18,10.76,14.987498,20,29.974996,0.9842525,5.118113,0.01968505
PENDLETON,OR,45.6906,-118.8528,461.8,2017-02-07,22.1,33.98,31.1,8.052984,360,31.988242,2.9921276,3.149608,0.14960638
FARGO HECTOR INTL AP,ND,46.9253,-96.8111,274.3,2017-02-07,-4.9,14.18,10.22,18.119214,350,36.90951,0.9055123,1.181103,0.07086618
GRAND FORKS INTL AP,ND,47.9428,-97.1839,256.6,2017-02-07,-8.86,7.16,4.28,17.89552,350,36.90951,1.6929143,5.905515,0.0393701
HELENA RGNL AP,MT,46.6056,-111.9636,1166.8,2017-02-07,-6.88,4.1,1.76,4.921268,350,14.092722,0.9842525,9.842525,0.0787402
PIERRE RGNL AP,SD,44.3814,-100.2856,531,2017-02-07,6.26,14.18,10.94,14.54011,340,31.093466,0.1968505,7.87402,0.01181103
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,2017-02-07,1.22,11.12,9.14,10.06623,330,19.01399,3.8976399,18.110246,0.20866153
VALENTINE MILLER FLD,NE,42.8783,-100.55,789.4,2017-02-07,9.14,18.14,17.96,12.079476,330,29.08022,1.8110246,1.181103,0.12992133
GREAT FALLS INTL AP,MT,47.4733,-111.3822,1116.8,2017-02-07,-8.86,-3.82,-4.54,5.368656,330,12.974252,0.1968505,5.118113,0.01968505
GLASGOW INTL AP,MT,48.2138,-106.6213,696.5,2017-02-07,-12.82,3.2,-0.04,6.039738,280,16.105968,0.9842525,5.118113,0.03149608
LEWISTON NEZ PERCE CO AP,ID,46.3747,-117.0156,437.7,2017-02-07,28.22,35.06,33.26,4.921268,270,19.01399,2.5984266,1.968505,0.09842525
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,2017-02-07,32,44.06,34.88,13.197946,240,48.988986,5.511814,5.118113,0.72834685
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,2017-02-07,14.18,28.22,24.44,2.908022,230,12.079476,0.7086618,11.023628,0.05905515
BURLINGTON INTL AP,VT,44.4683,-73.15,100.6,2017-02-07,17.24,32,19.22,6.71082,190,25.948504,1.1023628,5.118113,0.18110246
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-02-07,26.24,33.08,30.02,11.1847,100,27.066974,0.9842525,3.149608,0.37007894
CONCORD MUNI AP,NH,43.1953,-71.5011,105.5,2017-02-07,18.14,27.14,24.98,6.039738,90,19.01399,2.7952771,9.842525,0.38976399
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-02-07,18.14,23.18,20.48,8.052984,90,21.922012,1.6929143,16.929143,0.16929143
DULUTH,MN,46.8369,-92.2097,435.3,2017-02-07,8.24,24.26,20.48,15.434886,90,33.106712,4.0157502,14.173236,0.31889781
BILLINGS LOGAN INTL AP,MT,45.8069,-108.5422,1091.5,2017-02-07,3.2,10.22,8.6,10.06623,70,19.908766,4.2126007,7.086618,0.20078751
BANGOR INTL AP,ME,44.7978,-68.8186,45.1,2017-02-07,11.12,18.14,14.18,7.605596,50,19.908766,2.2047256,0.9842525,0.16929143
PORTLAND INTL JETPORT,ME,43.6497,-70.3003,13.7,2017-02-07,16.16,25.16,20.48,10.737312,40,21.922012,4.0944904,1.181103,0.57086645
BISMARCK,ND,46.7708,-100.7603,505.4,2017-02-07,-7.78,8.24,5.72,8.500372,40,19.01399,2.0078751,16.141741,0.1181103
CASPER NATRONA CO AP,WY,42.8975,-106.4636,1627,2017-02-07,13.1,39.92,30.56,8.500372,10,35.119958,4.0157502,1.181103,0.31102379
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,2017-02-07,7.16,17.24,13.46,12.526864,10,31.988242,1.6141741,1.968505,0.09842525
SIOUX CITY GATEWAY AP,IA,42.3914,-96.3792,333.8,2017-02-08,4.1,17.24,16.16,11.632088,360,21.922012,1.8897648,3.149608,0.05905515
OMAHA EPPLEY AIRFIELD,NE,41.3103,-95.8992,299.3,2017-02-08,6.26,21.2,18.32,13.645334,350,25.948504,2.7952771,1.181103,0.16929143
YAKIMA AIR TERMINAL,WA,46.5683,-120.5428,324.3,2017-02-08,26.24,30.2,27.32,3.35541,320,14.092722,4.4094512,9.055123,0.40157502
BANGOR INTL AP,ME,44.7978,-68.8186,45.1,2017-02-08,12.2,37.94,21.74,6.71082,310,16.105968,0.5118113,4.0157502,0.14960638
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-02-08,9.14,20.12,15.98,9.395148,310,36.014734,4.8031522,18.897648,0.18897648
MOLINE QUAD CITY INTL AP,IL,41.4653,-90.5233,180.4,2017-02-08,16.16,28.22,27.68,11.408394,310,25.948504,1.2992133,0.9842525,0.09055123
PORTLAND INTL JETPORT,ME,43.6497,-70.3003,13.7,2017-02-08,15.26,50,26.6,7.605596,290,36.014734,0.1968505,3.93701,0.12992133
BARROW POST ROGERS AP,AK,71.2833,-156.7814,9.4,2017-02-08,-9.76,-1.84,-2.2,20.13246,290,31.988242,0.1181103,5.905515,0.01181103
CONCORD MUNI AP,NH,43.1953,-71.5011,105.5,2017-02-08,18.14,48.92,28.04,3.579104,280,23.040482,0.5118113,12.992133,0.25196864
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,2017-02-08,-3.82,19.22,7.52,0.447388,270,6.039738,2.2047256,20.078751,0.14173236
VALENTINE MILLER FLD,NE,42.8783,-100.55,789.4,2017-02-08,4.1,14.18,9.32,5.368656,260,14.092722,2.5196864,5.118113,0.22047256
CASPER NATRONA CO AP,WY,42.8975,-106.4636,1627,2017-02-08,7.16,41,20.3,8.94776,250,36.90951,0.1968505,3.149608,0.01968505
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,2017-02-08,-20.74,10.22,-6.52,1.11847,200,10.06623,3.3858286,20.078751,0.0787402
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,2017-02-08,-5.8,12.2,6.98,5.144962,180,12.974252,1.4960638,5.118113,0.01968505
REDMOND ROBERTS FLD,OR,44.2558,-121.1392,927.5,2017-02-08,20.12,51.98,30.02,5.368656,180,23.040482,0.1181103,5.9842552,0.01181103
ANCHORAGE INTL AP,AK,61.1689,-150.0278,36.6,2017-02-08,4.1,19.22,12.74,2.684328,170,12.079476,2.0866153,20.866153,0.09055123
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,2017-02-08,23.18,28.22,25.34,0.447388,160,6.039738,3.1889781,11.81103,0.25196864
BETTLES AP,AK,66.9161,-151.5089,195.7,2017-02-08,-30.82,0.14,-9.04,1.342164,140,8.052984,0.5118113,18.897648,0.0393701
LEWISTON NEZ PERCE CO AP,ID,46.3747,-117.0156,437.7,2017-02-08,27.14,37.94,29.66,2.460634,120,14.987498,0.9842525,1.968505,0.33070884
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,2017-02-08,14.18,32,24.8,4.921268,70,14.092722,0.3149608,1.968505,0.05118113
SPOKANE INTL AP,WA,47.6217,-117.5281,717.2,2017-02-08,21.2,28.22,23.54,7.605596,60,16.105968,2.0866153,9.842525,0.38976399
BILLINGS LOGAN INTL AP,MT,45.8069,-108.5422,1091.5,2017-02-08,-1.84,11.12,3.92,4.921268,40,16.105968,1.8110246,9.842525,0.12992133
DES MOINES INTL AP,IA,41.5339,-93.6531,291.7,2017-02-08,14.18,23.18,20.12,12.526864,20,27.066974,2.5984266,1.968505,0.20078751
NORFOLK KARL STEFAN AP,NE,41.9856,-97.4353,472.7,2017-02-08,5.18,13.1,12.02,10.289924,10,34.001488,2.5196864,5.118113,0.24015761
MCGRATH AP,AK,62.9575,-155.6103,101.5,2017-02-08,6.26,16.16,9.14,2.460634,10,17.000744,0.9055123,12.992133,0.01181103
BANGOR INTL AP,ME,44.7978,-68.8186,45.1,2017-02-09,7.16,27.14,18.86,15.65858,350,34.001488,3.8976399,2.9921276,0.22834658
CINCINNATI NORTHERN KY AP,KY,39.0431,-84.6717,264.9,2017-02-09,14.18,30.2,26.6,12.974252,350,29.974996,0.1968505,1.181103,0.01181103
