date,country,city,value,level
2019-01-01,IN,Hyderabad,161,Bad Quality
2019-01-01,IN,Bhopal,175,Bad Quality
2019-01-01,IN,Chandigarh,163,Bad Quality
2019-01-01,IN,New Delhi,314,Bad Quality
2019-01-01,IN,Chennai,135,Bad Quality
2019-01-01,IN,Thiruvananthapuram,130,Bad Quality
2019-01-01,IN,Bengaluru,153,Bad Quality
2019-01-01,IN,Jaipur,166,Bad Quality
2019-01-01,IN,Mumbai,169,Bad Quality
2019-01-01,IN,Patna,388,Bad Quality
2019-01-01,IN,Kolkata,235,Bad Quality
2019-01-01,IN,Visakhapatnam,172,Bad Quality
2019-01-01,IN,Lucknow,305,Bad Quality
2019-01-01,IN,Gandhinagar,172,Bad Quality
2019-01-02,IN,Chennai,93,Good Quality
2019-01-02,IN,Mumbai,153,Bad Quality
2019-01-02,IN,Jaipur,122,Bad Quality
2019-01-02,IN,Visakhapatnam,138,Bad Quality
2019-01-02,IN,Bhopal,164,Bad Quality
2019-01-02,IN,Lucknow,205,Bad Quality
2019-01-02,IN,Gandhinagar,159,Bad Quality
2019-01-02,IN,Thiruvananthapuram,105,Bad Quality
2019-01-02,IN,Patna,212,Bad Quality
2019-01-02,IN,Kolkata,208,Bad Quality
2019-01-02,IN,Bengaluru,132,Bad Quality
2019-01-02,IN,New Delhi,217,Bad Quality
2019-01-02,IN,Chandigarh,116,Bad Quality
2019-01-02,IN,Hyderabad,157,Bad Quality
2019-01-03,IN,Patna,137,Bad Quality
2019-01-03,IN,Thiruvananthapuram,92,Good Quality
2019-01-03,IN,Gandhinagar,113,Bad Quality
2019-01-03,IN,Hyderabad,137,Bad Quality
2019-01-03,IN,Chennai,99,Good Quality
2019-01-03,IN,Visakhapatnam,48,Good Quality
2019-01-03,IN,Mumbai,153,Bad Quality
2019-01-03,IN,Jaipur,107,Bad Quality
2019-01-03,IN,Bhopal,74,Good Quality
2019-01-03,IN,Chandigarh,113,Bad Quality
2019-01-03,IN,Lucknow,157,Bad Quality
2019-01-03,IN,Kolkata,147,Bad Quality
2019-01-03,IN,Bengaluru,148,Bad Quality
2019-01-04,IN,Patna,136,Bad Quality
2019-01-04,IN,Jaipur,105,Bad Quality
2019-01-04,IN,Bhopal,99,Good Quality
2019-01-04,IN,Bengaluru,125,Bad Quality
2019-01-04,IN,Kolkata,89,Good Quality
2019-01-04,IN,Chandigarh,109,Bad Quality
2019-01-04,IN,Thiruvananthapuram,111,Bad Quality
2019-01-04,IN,Gandhinagar,165,Bad Quality
2019-01-04,IN,Visakhapatnam,115,Bad Quality
2019-01-04,IN,Mumbai,81,Good Quality
2019-01-04,IN,Lucknow,151,Bad Quality
2019-01-04,IN,Chennai,89,Good Quality
2019-01-04,IN,New Delhi,129,Bad Quality
2019-01-04,IN,Hyderabad,93,Good Quality
2019-01-05,IN,Jaipur,153,Bad Quality
2019-01-05,IN,Patna,138,Bad Quality
2019-01-05,IN,Mumbai,79,Good Quality
2019-01-05,IN,Thiruvananthapuram,75,Good Quality
2019-01-05,IN,Gandhinagar,184,Bad Quality
2019-01-05,IN,Visakhapatnam,45,Good Quality
2019-01-05,IN,Chennai,119,Bad Quality
2019-01-05,IN,Bengaluru,89,Good Quality
2019-01-05,IN,Kolkata,55,Good Quality
2019-01-05,IN,Chandigarh,103,Bad Quality
2019-01-05,IN,New Delhi,176,Bad Quality
2019-01-05,IN,Hyderabad,102,Bad Quality
2019-01-05,IN,Lucknow,210,Bad Quality
2019-01-05,IN,Bhopal,114,Bad Quality
2019-01-06,IN,Hyderabad,99,Good Quality
2019-01-06,IN,New Delhi,163,Bad Quality
2019-01-06,IN,Bengaluru,76,Good Quality
2019-01-06,IN,Thiruvananthapuram,69,Good Quality
2019-01-06,IN,Kolkata,98,Good Quality
2019-01-06,IN,Patna,145,Bad Quality
2019-01-06,IN,Gandhinagar,116,Bad Quality
2019-01-06,IN,Bhopal,97,Good Quality
2019-01-06,IN,Chandigarh,143,Bad Quality
2019-01-06,IN,Lucknow,157,Bad Quality
2019-01-06,IN,Mumbai,50,Good Quality
2019-01-06,IN,Visakhapatnam,125,Bad Quality
2019-01-06,IN,Jaipur,146,Bad Quality
2019-01-06,IN,Chennai,91,Good Quality
2019-01-07,IN,Thiruvananthapuram,37,Good Quality
2019-01-07,IN,Patna,130,Bad Quality
2019-01-07,IN,Shillong,92,Good Quality
2019-01-07,IN,Bengaluru,71,Good Quality
2019-01-07,IN,Visakhapatnam,97,Good Quality
2019-01-07,IN,Bhopal,40,Good Quality
2019-01-07,IN,Lucknow,150,Bad Quality
2019-01-07,IN,Chandigarh,149,Bad Quality
2019-01-07,IN,Gandhinagar,92,Good Quality
2019-01-07,IN,Chennai,78,Good Quality
2019-01-07,IN,Jaipur,94,Good Quality
2019-01-07,IN,New Delhi,151,Bad Quality
2019-01-07,IN,Hyderabad,61,Good Quality
2019-01-07,IN,Mumbai,32,Good Quality
2019-01-07,IN,Kolkata,80,Good Quality
2019-01-08,IN,Shillong,49,Good Quality
2019-01-08,IN,Bengaluru,55,Good Quality
2019-01-08,IN,Kolkata,68,Good Quality
2019-01-08,IN,Mumbai,35,Good Quality
2019-01-08,IN,New Delhi,89,Good Quality
2019-01-08,IN,Thrissur,37,Good Quality
2019-01-08,IN,Jaipur,81,Good Quality
2019-01-08,IN,Bhopal,13,Good Quality
2019-01-08,IN,Visakhapatnam,78,Good Quality
2019-01-08,IN,Lucknow,120,Bad Quality
2019-01-08,IN,Hyderabad,41,Good Quality
2019-01-08,IN,Chandigarh,81,Good Quality
2019-01-08,IN,Chennai,83,Good Quality
2019-01-08,IN,Thiruvananthapuram,52,Good Quality
2019-01-08,IN,Patna,123,Bad Quality
2019-01-08,IN,Gandhinagar,72,Good Quality
2019-01-09,IN,Patna,142,Bad Quality
2019-01-09,IN,Jaipur,88,Good Quality
2019-01-09,IN,Thiruvananthapuram,38,Good Quality
2019-01-09,IN,Lucknow,124,Bad Quality
2019-01-09,IN,Bhopal,70,Good Quality
2019-01-09,IN,Gandhinagar,79,Good Quality
2019-01-09,IN,Chennai,82,Good Quality
2019-01-09,IN,Thrissur,38,Good Quality
2019-01-09,IN,New Delhi,72,Good Quality
2019-01-09,IN,Mumbai,34,Good Quality
2019-01-09,IN,Chandigarh,100,Bad Quality
2019-01-09,IN,Hyderabad,46,Good Quality
2019-01-09,IN,Bengaluru,56,Good Quality
2019-01-09,IN,Kolkata,97,Good Quality
2019-01-09,IN,Shillong,77,Good Quality
2019-01-10,IN,Chennai,76,Good Quality
2019-01-10,IN,Gandhinagar,66,Good Quality
2019-01-10,IN,New Delhi,91,Good Quality
2019-01-10,IN,Bhopal,54,Good Quality
2019-01-10,IN,Thrissur,37,Good Quality
2019-01-10,IN,Chandigarh,68,Good Quality
2019-01-10,IN,Hyderabad,95,Good Quality
2019-01-10,IN,Lucknow,86,Good Quality
2019-01-10,IN,Thrissur,37,Good Quality
2019-01-10,IN,Chandigarh,68,Good Quality
2019-01-10,IN,Bhopal,54,Good Quality
2019-01-10,IN,New Delhi,91,Good Quality
2019-01-10,IN,Hyderabad,95,Good Quality
2019-01-10,IN,Bengaluru,85,Good Quality
2019-01-10,IN,Thiruvananthapuram,34,Good Quality
2019-01-10,IN,Shillong,45,Good Quality
2019-01-10,IN,Patna,85,Good Quality
2019-01-10,IN,Kolkata,99,Good Quality
2019-01-10,IN,Gandhinagar,66,Good Quality
2019-01-10,IN,Lucknow,86,Good Quality
2019-01-10,IN,Jaipur,89,Good Quality
2019-01-10,IN,Mumbai,38,Good Quality
2019-01-10,IN,Chennai,76,Good Quality
2019-01-10,IN,Visakhapatnam,79,Good Quality
2019-01-10,IN,Mumbai,38,Good Quality
2019-01-10,IN,Visakhapatnam,79,Good Quality
2019-01-10,IN,Kolkata,99,Good Quality
2019-01-10,IN,Patna,85,Good Quality
2019-01-10,IN,Thiruvananthapuram,34,Good Quality
2019-01-10,IN,Shillong,45,Good Quality
2019-01-10,IN,Bengaluru,85,Good Quality
2019-01-10,IN,Jaipur,89,Good Quality
2019-01-11,IN,Jaipur,129,Bad Quality
2019-01-11,IN,Gandhinagar,136,Bad Quality
2019-01-11,IN,Visakhapatnam,161,Bad Quality
2019-01-11,IN,Chennai,92,Good Quality
2019-01-11,IN,Mumbai,53,Good Quality
2019-01-11,IN,Chandigarh,202,Bad Quality
2019-01-11,IN,New Delhi,440,Bad Quality
2019-01-11,IN,Thrissur,30,Good Quality
2019-01-11,IN,Hyderabad,68,Good Quality
2019-01-11,IN,Lucknow,275,Bad Quality
2019-01-11,IN,Bhopal,115,Bad Quality
2019-01-11,IN,Kolkata,184,Bad Quality
2019-01-11,IN,Patna,231,Bad Quality
2019-01-11,IN,Shillong,91,Good Quality
2019-01-11,IN,Thiruvananthapuram,39,Good Quality
2019-01-11,IN,Bengaluru,73,Good Quality
2019-01-12,IN,Thrissur,42,Good Quality
2019-01-12,IN,New Delhi,194,Bad Quality
2019-01-12,IN,Hyderabad,153,Bad Quality
2019-01-12,IN,Bengaluru,51,Good Quality
2019-01-12,IN,Chennai,49,Good Quality
2019-01-12,IN,Thiruvananthapuram,60,Good Quality
2019-01-12,IN,Gandhinagar,111,Bad Quality
2019-01-12,IN,Shillong,162,Bad Quality
2019-01-12,IN,Mumbai,175,Bad Quality
2019-01-12,IN,Patna,195,Bad Quality
2019-01-12,IN,Jaipur,119,Bad Quality
2019-01-12,IN,Bhopal,132,Bad Quality
2019-01-12,IN,Chandigarh,163,Bad Quality
2019-01-12,IN,Kolkata,180,Bad Quality
2019-01-12,IN,Lucknow,173,Bad Quality
2019-01-13,IN,Hyderabad,160,Bad Quality
2019-01-13,IN,Kolkata,230,Bad Quality
2019-01-13,IN,Gandhinagar,173,Bad Quality
2019-01-13,IN,Visakhapatnam,175,Bad Quality
2019-01-13,IN,Mumbai,167,Bad Quality
2019-01-13,IN,Patna,261,Bad Quality
2019-01-13,IN,Jaipur,151,Bad Quality
2019-01-13,IN,New Delhi,288,Bad Quality
2019-01-13,IN,Bhopal,163,Bad Quality
2019-01-13,IN,Lucknow,270,Bad Quality
2019-01-13,IN,Chandigarh,156,Bad Quality
2019-01-13,IN,Thiruvananthapuram,155,Bad Quality
2019-01-13,IN,Bengaluru,143,Bad Quality
2019-01-13,IN,Chennai,101,Bad Quality
2019-01-14,IN,Kolkata,301,Bad Quality
2019-01-14,IN,Bengaluru,147,Bad Quality
2019-01-14,IN,Thiruvananthapuram,158,Bad Quality
2019-01-14,IN,Patna,268,Bad Quality
2019-01-14,IN,Hyderabad,162,Bad Quality
2019-01-14,IN,Visakhapatnam,189,Bad Quality
2019-01-14,IN,Gandhinagar,160,Bad Quality
2019-01-14,IN,Bhopal,185,Bad Quality
2019-01-14,IN,Lucknow,182,Bad Quality
2019-01-14,IN,Chandigarh,129,Bad Quality
2019-01-14,IN,Chennai,139,Bad Quality
2019-01-14,IN,Jaipur,123,Bad Quality
2019-01-14,IN,Mumbai,163,Bad Quality
2019-01-14,IN,New Delhi,161,Bad Quality
2019-01-15,IN,Chennai,143,Bad Quality
2019-01-15,IN,Thiruvananthapuram,157,Bad Quality
2019-01-15,IN,Jaipur,134,Bad Quality
2019-01-15,IN,Patna,194,Bad Quality
2019-01-15,IN,Mumbai,163,Bad Quality
2019-01-15,IN,Visakhapatnam,155,Bad Quality
2019-01-15,IN,Gandhinagar,154,Bad Quality
2019-01-15,IN,Bhopal,170,Bad Quality
2019-01-15,IN,Chandigarh,122,Bad Quality
2019-01-15,IN,Hyderabad,163,Bad Quality
2019-01-15,IN,Bengaluru,126,Bad Quality
2019-01-15,IN,Lucknow,164,Bad Quality
2019-01-15,IN,New Delhi,178,Bad Quality
2019-01-15,IN,Kolkata,252,Bad Quality
2019-01-16,IN,Gandhinagar,208,Bad Quality
2019-01-16,IN,Hyderabad,163,Bad Quality
2019-01-16,IN,Patna,262,Bad Quality
2019-01-16,IN,Bhopal,167,Bad Quality
2019-01-16,IN,Thiruvananthapuram,159,Bad Quality
2019-01-16,IN,Bengaluru,152,Bad Quality
2019-01-16,IN,New Delhi,272,Bad Quality
2019-01-16,IN,Chennai,138,Bad Quality
2019-01-16,IN,Mumbai,164,Bad Quality
2019-01-16,IN,Kolkata,190,Bad Quality
2019-01-16,IN,Lucknow,246,Bad Quality
2019-01-16,IN,Jaipur,123,Bad Quality
2019-01-16,IN,Chandigarh,162,Bad Quality
2019-01-17,IN,Mumbai,169,Bad Quality
2019-01-17,IN,Bhopal,167,Bad Quality
2019-01-17,IN,Chandigarh,143,Bad Quality
2019-01-17,IN,Chennai,157,Bad Quality
2019-01-17,IN,Visakhapatnam,176,Bad Quality
2019-01-17,IN,Gandhinagar,179,Bad Quality
2019-01-17,IN,Hyderabad,163,Bad Quality
2019-01-17,IN,New Delhi,378,Bad Quality
2019-01-17,IN,Lucknow,294,Bad Quality
2019-01-17,IN,Thiruvananthapuram,153,Bad Quality
2019-01-17,IN,Kolkata,239,Bad Quality
2019-01-17,IN,Patna,318,Bad Quality
2019-01-17,IN,Bengaluru,156,Bad Quality
2019-01-17,IN,Jaipur,153,Bad Quality
2019-01-18,IN,Bengaluru,160,Bad Quality
2019-01-18,IN,Chandigarh,151,Bad Quality
2019-01-18,IN,Lucknow,226,Bad Quality
2019-01-18,IN,Kolkata,243,Bad Quality
2019-01-18,IN,Bhopal,158,Bad Quality
2019-01-18,IN,Thiruvananthapuram,158,Bad Quality
2019-01-18,IN,Chennai,154,Bad Quality
2019-01-18,IN,Hyderabad,163,Bad Quality
2019-01-18,IN,Gandhinagar,158,Bad Quality
2019-01-18,IN,Visakhapatnam,180,Bad Quality
2019-01-18,IN,Jaipur,157,Bad Quality
2019-01-18,IN,New Delhi,314,Bad Quality
2019-01-18,IN,Mumbai,171,Bad Quality
2019-01-18,IN,Patna,324,Bad Quality
2019-01-19,IN,Chennai,145,Bad Quality
2019-01-19,IN,Visakhapatnam,178,Bad Quality
2019-01-19,IN,Hyderabad,163,Bad Quality
2019-01-19,IN,Chandigarh,158,Bad Quality
2019-01-19,IN,Bhopal,159,Bad Quality
2019-01-19,IN,Lucknow,196,Bad Quality
2019-01-19,IN,Gandhinagar,153,Bad Quality
2019-01-19,IN,New Delhi,285,Bad Quality
2019-01-19,IN,Bengaluru,146,Bad Quality
2019-01-19,IN,Kolkata,258,Bad Quality
2019-01-19,IN,Patna,321,Bad Quality
2019-01-19,IN,Mumbai,174,Bad Quality
2019-01-19,IN,Jaipur,154,Bad Quality
2019-01-19,IN,Thiruvananthapuram,159,Bad Quality
2019-01-20,IN,Bhopal,167,Bad Quality
2019-01-20,IN,Chandigarh,155,Bad Quality
2019-01-20,IN,Hyderabad,163,Bad Quality
2019-01-20,IN,New Delhi,337,Bad Quality
2019-01-20,IN,Bengaluru,118,Bad Quality
2019-01-20,IN,Thiruvananthapuram,158,Bad Quality
2019-01-20,IN,Kolkata,275,Bad Quality
2019-01-20,IN,Mumbai,178,Bad Quality
2019-01-20,IN,Jaipur,141,Bad Quality
2019-01-20,IN,Visakhapatnam,194,Bad Quality
2019-01-20,IN,Patna,323,Bad Quality
2019-01-20,IN,Gandhinagar,159,Bad Quality
2019-01-20,IN,Chennai,120,Bad Quality
2019-01-20,IN,Lucknow,233,Bad Quality
2019-01-21,IN,Thiruvananthapuram,159,Bad Quality
2019-01-21,IN,Jaipur,139,Bad Quality
2019-01-21,IN,Patna,356,Bad Quality
2019-01-21,IN,Bengaluru,139,Bad Quality
2019-01-21,IN,Kolkata,302,Bad Quality
2019-01-21,IN,New Delhi,233,Bad Quality
2019-01-21,IN,Gandhinagar,193,Bad Quality
2019-01-21,IN,Lucknow,269,Bad Quality
2019-01-21,IN,Bhopal,163,Bad Quality
2019-01-21,IN,Chandigarh,116,Bad Quality
2019-01-21,IN,Hyderabad,161,Bad Quality
2019-01-21,IN,Visakhapatnam,188,Bad Quality
2019-01-21,IN,Mumbai,155,Bad Quality
2019-01-21,IN,Chennai,156,Bad Quality
2019-01-22,IN,Mumbai,118,Bad Quality
2019-01-22,IN,Kolkata,344,Bad Quality
2019-01-22,IN,Hyderabad,132,Bad Quality
2019-01-22,IN,Jaipur,111,Bad Quality
2019-01-22,IN,Chandigarh,27,Good Quality
2019-01-22,IN,Lucknow,260,Bad Quality
2019-01-22,IN,Patna,247,Bad Quality
2019-01-22,IN,Thiruvananthapuram,139,Bad Quality
2019-01-22,IN,Chennai,157,Bad Quality
2019-01-22,IN,Bengaluru,159,Bad Quality
2019-01-22,IN,Gandhinagar,157,Bad Quality
2019-01-22,IN,Bhopal,151,Bad Quality
2019-01-22,IN,New Delhi,124,Bad Quality
2019-01-22,IN,Visakhapatnam,173,Bad Quality
2019-01-23,IN,Kolkata,296,Bad Quality
2019-01-23,IN,Chennai,90,Good Quality
2019-01-23,IN,Bengaluru,151,Bad Quality
2019-01-23,IN,Gandhinagar,169,Bad Quality
2019-01-23,IN,Hyderabad,153,Bad Quality
2019-01-23,IN,Chandigarh,80,Good Quality
2019-01-23,IN,Patna,208,Bad Quality
2019-01-23,IN,Mumbai,108,Bad Quality
2019-01-23,IN,Jaipur,118,Bad Quality
2019-01-23,IN,Thiruvananthapuram,155,Bad Quality
2019-01-23,IN,New Delhi,191,Bad Quality
2019-01-23,IN,Lucknow,168,Bad Quality
2019-01-23,IN,Visakhapatnam,168,Bad Quality
2019-01-23,IN,Bhopal,100,Bad Quality
2019-01-24,IN,Mumbai,149,Bad Quality
2019-01-24,IN,Jaipur,131,Bad Quality
2019-01-24,IN,Bhopal,157,Bad Quality
2019-01-24,IN,Visakhapatnam,187,Bad Quality
2019-01-24,IN,Gandhinagar,157,Bad Quality
2019-01-24,IN,Chandigarh,78,Good Quality
2019-01-24,IN,Lucknow,177,Bad Quality
2019-01-24,IN,Hyderabad,153,Bad Quality
2019-01-24,IN,Kolkata,240,Bad Quality
2019-01-24,IN,Thiruvananthapuram,154,Bad Quality
2019-01-24,IN,New Delhi,175,Bad Quality
2019-01-24,IN,Chennai,100,Bad Quality
2019-01-24,IN,Bengaluru,129,Bad Quality
2019-01-24,IN,Patna,175,Bad Quality
2019-01-25,IN,Bengaluru,97,Good Quality
2019-01-25,IN,New Delhi,160,Bad Quality
2019-01-25,IN,Kolkata,194,Bad Quality
2019-01-25,IN,Chennai,72,Good Quality
2019-01-25,IN,Jaipur,104,Bad Quality
2019-01-25,IN,Mumbai,144,Bad Quality
2019-01-25,IN,Bhopal,160,Bad Quality
2019-01-25,IN,Visakhapatnam,183,Bad Quality
2019-01-25,IN,Chandigarh,105,Bad Quality
2019-01-25,IN,Lucknow,236,Bad Quality
2019-01-25,IN,Thiruvananthapuram,153,Bad Quality
2019-01-25,IN,Hyderabad,97,Good Quality
2019-01-25,IN,Patna,251,Bad Quality
2019-01-25,IN,Gandhinagar,133,Bad Quality
2019-01-26,IN,Patna,192,Bad Quality
2019-01-26,IN,Jaipur,108,Bad Quality
2019-01-26,IN,Thiruvananthapuram,147,Bad Quality
2019-01-26,IN,Mumbai,131,Bad Quality
2019-01-26,IN,New Delhi,180,Bad Quality
2019-01-26,IN,Lucknow,137,Bad Quality
2019-01-26,IN,Hyderabad,98,Good Quality
2019-01-26,IN,Kolkata,183,Bad Quality
2019-01-26,IN,Bhopal,133,Bad Quality
2019-01-26,IN,Visakhapatnam,104,Bad Quality
2019-01-26,IN,Gandhinagar,128,Bad Quality
2019-01-26,IN,Bengaluru,137,Bad Quality
2019-01-26,IN,Chennai,52,Good Quality
2019-01-26,IN,Chandigarh,84,Good Quality
2019-01-27,IN,Jaipur,114,Bad Quality
2019-01-27,IN,Chandigarh,144,Bad Quality
2019-01-27,IN,Mumbai,122,Bad Quality
2019-01-27,IN,Bhopal,134,Bad Quality
2019-01-27,IN,Visakhapatnam,167,Bad Quality
2019-01-27,IN,Gandhinagar,114,Bad Quality
2019-01-27,IN,Chennai,50,Good Quality
2019-01-27,IN,Bengaluru,109,Bad Quality
2019-01-27,IN,Kolkata,177,Bad Quality
2019-01-27,IN,Patna,165,Bad Quality
2019-01-27,IN,Lucknow,159,Bad Quality
2019-01-27,IN,Hyderabad,139,Bad Quality
2019-01-27,IN,New Delhi,197,Bad Quality
2019-01-27,IN,Thiruvananthapuram,106,Bad Quality
2019-01-28,IN,Chennai,51,Good Quality
2019-01-28,IN,Gandhinagar,151,Bad Quality
2019-01-28,IN,Lucknow,174,Bad Quality
2019-01-28,IN,Patna,167,Bad Quality
2019-01-28,IN,Hyderabad,161,Bad Quality
2019-01-28,IN,Thiruvananthapuram,114,Bad Quality
2019-01-28,IN,Chandigarh,93,Good Quality
2019-01-28,IN,Visakhapatnam,166,Bad Quality
2019-01-28,IN,Bhopal,121,Bad Quality
2019-01-28,IN,Jaipur,118,Bad Quality
2019-01-28,IN,Mumbai,131,Bad Quality
2019-01-28,IN,Kolkata,172,Bad Quality
2019-01-28,IN,Bengaluru,94,Good Quality
2019-01-28,IN,New Delhi,184,Bad Quality
2019-01-29,IN,Chandigarh,89,Good Quality
2019-01-29,IN,Bhopal,126,Bad Quality
2019-01-29,IN,Lucknow,170,Bad Quality
2019-01-29,IN,Hyderabad,157,Bad Quality
2019-01-29,IN,New Delhi,182,Bad Quality
2019-01-29,IN,Patna,174,Bad Quality
2019-01-29,IN,Visakhapatnam,163,Bad Quality
2019-01-29,IN,Jaipur,111,Bad Quality
2019-01-29,IN,Mumbai,133,Bad Quality
2019-01-29,IN,Thiruvananthapuram,94,Good Quality
2019-01-29,IN,Gandhinagar,152,Bad Quality
2019-01-29,IN,Bengaluru,83,Good Quality
2019-01-29,IN,Kolkata,163,Bad Quality
2019-01-29,IN,Chennai,94,Good Quality
2019-01-30,IN,Kolkata,170,Bad Quality
2019-01-30,IN,Bengaluru,130,Bad Quality
2019-01-30,IN,Chandigarh,130,Bad Quality
2019-01-30,IN,Mumbai,151,Bad Quality
2019-01-30,IN,Bhopal,160,Bad Quality
2019-01-30,IN,Visakhapatnam,158,Bad Quality
2019-01-30,IN,Patna,173,Bad Quality
2019-01-30,IN,Jaipur,108,Bad Quality
2019-01-30,IN,Gandhinagar,135,Bad Quality
2019-01-30,IN,Lucknow,185,Bad Quality
2019-01-30,IN,Chennai,149,Bad Quality
2019-01-30,IN,Thiruvananthapuram,108,Bad Quality
2019-01-30,IN,Hyderabad,144,Bad Quality
2019-01-30,IN,New Delhi,247,Bad Quality
2019-01-31,IN,Visakhapatnam,148,Bad Quality
2019-01-31,IN,Bhopal,163,Bad Quality
2019-01-31,IN,Thiruvananthapuram,103,Bad Quality
2019-01-31,IN,Lucknow,209,Bad Quality
2019-01-31,IN,Bengaluru,134,Bad Quality
2019-01-31,IN,Chennai,112,Bad Quality
2019-01-31,IN,Gandhinagar,165,Bad Quality
2019-01-31,IN,New Delhi,282,Bad Quality
2019-01-31,IN,Patna,222,Bad Quality
2019-01-31,IN,Hyderabad,156,Bad Quality
2019-01-31,IN,Mumbai,157,Bad Quality
2019-01-31,IN,Chandigarh,154,Bad Quality
2019-01-31,IN,Jaipur,104,Bad Quality
2019-01-31,IN,Kolkata,194,Bad Quality
2019-02-01,IN,Bengaluru,112,Bad Quality
2019-02-01,IN,New Delhi,342,Bad Quality
2019-02-01,IN,Gandhinagar,186,Bad Quality
2019-02-01,IN,Kolkata,213,Bad Quality
2019-02-01,IN,Jaipur,154,Bad Quality
2019-02-01,IN,Chandigarh,182,Bad Quality
2019-02-01,IN,Mumbai,172,Bad Quality
2019-02-01,IN,Hyderabad,161,Bad Quality
2019-02-01,IN,Patna,356,Bad Quality
2019-02-01,IN,Chennai,117,Bad Quality
2019-02-01,IN,Lucknow,397,Bad Quality
2019-02-01,IN,Thiruvananthapuram,151,Bad Quality
2019-02-01,IN,Bhopal,171,Bad Quality
2019-02-01,IN,Visakhapatnam,194,Bad Quality
2019-02-02,IN,Mumbai,152,Bad Quality
2019-02-02,IN,Jaipur,150,Bad Quality
2019-02-02,IN,Thiruvananthapuram,122,Bad Quality
2019-02-02,IN,Bengaluru,125,Bad Quality
2019-02-02,IN,Patna,250,Bad Quality
2019-02-02,IN,Lucknow,194,Bad Quality
2019-02-02,IN,Bhopal,158,Bad Quality
2019-02-02,IN,Hyderabad,154,Bad Quality
2019-02-02,IN,New Delhi,244,Bad Quality
2019-02-02,IN,Chandigarh,151,Bad Quality
2019-02-02,IN,Visakhapatnam,159,Bad Quality
2019-02-02,IN,Gandhinagar,130,Bad Quality
2019-02-02,IN,Chennai,91,Good Quality
2019-02-02,IN,Kolkata,216,Bad Quality
2019-02-03,IN,Hyderabad,88,Good Quality
2019-02-03,IN,Lucknow,193,Bad Quality
2019-02-03,IN,Chandigarh,153,Bad Quality
2019-02-03,IN,Bhopal,93,Good Quality
2019-02-03,IN,Patna,167,Bad Quality
2019-02-03,IN,Jaipur,104,Bad Quality
2019-02-03,IN,Kolkata,162,Bad Quality
2019-02-03,IN,Bengaluru,107,Bad Quality
2019-02-03,IN,Thiruvananthapuram,91,Good Quality
2019-02-03,IN,Chennai,87,Good Quality
2019-02-03,IN,Gandhinagar,112,Bad Quality
2019-02-03,IN,Mumbai,162,Bad Quality
2019-02-03,IN,Visakhapatnam,57,Good Quality
2019-02-04,IN,Gandhinagar,187,Bad Quality
2019-02-04,IN,Chennai,97,Good Quality
2019-02-04,IN,Bhopal,151,Bad Quality
2019-02-04,IN,Hyderabad,125,Bad Quality
2019-02-04,IN,Chandigarh,126,Bad Quality
2019-02-04,IN,New Delhi,139,Bad Quality
2019-02-04,IN,Lucknow,179,Bad Quality
2019-02-04,IN,Patna,153,Bad Quality
2019-02-04,IN,Jaipur,109,Bad Quality
2019-02-04,IN,Kolkata,119,Bad Quality
2019-02-04,IN,Thiruvananthapuram,115,Bad Quality
2019-02-04,IN,Bengaluru,124,Bad Quality
2019-02-04,IN,Mumbai,90,Good Quality
2019-02-04,IN,Visakhapatnam,83,Good Quality
2019-02-05,IN,Hyderabad,104,Bad Quality
2019-02-05,IN,New Delhi,164,Bad Quality
2019-02-05,IN,Mumbai,87,Good Quality
2019-02-05,IN,Jaipur,158,Bad Quality
2019-02-05,IN,Visakhapatnam,53,Good Quality
2019-02-05,IN,Bengaluru,104,Bad Quality
2019-02-05,IN,Kolkata,59,Good Quality
2019-02-05,IN,Thiruvananthapuram,85,Good Quality
2019-02-05,IN,Patna,126,Bad Quality
2019-02-05,IN,Lucknow,164,Bad Quality
2019-02-05,IN,Chandigarh,95,Good Quality
2019-02-05,IN,Bhopal,140,Bad Quality
2019-02-05,IN,Gandhinagar,170,Bad Quality
2019-02-05,IN,Chennai,98,Good Quality
2019-02-06,IN,Kolkata,80,Good Quality
2019-02-06,IN,Bengaluru,86,Good Quality
2019-02-06,IN,New Delhi,154,Bad Quality
2019-02-06,IN,Bhopal,86,Good Quality
2019-02-06,IN,Lucknow,159,Bad Quality
2019-02-06,IN,Hyderabad,121,Bad Quality
2019-02-06,IN,Chandigarh,153,Bad Quality
2019-02-06,IN,Patna,123,Bad Quality
2019-02-06,IN,Chennai,90,Good Quality
2019-02-06,IN,Visakhapatnam,140,Bad Quality
2019-02-06,IN,Mumbai,50,Good Quality
2019-02-06,IN,Jaipur,137,Bad Quality
2019-02-06,IN,Thiruvananthapuram,50,Good Quality
2019-02-06,IN,Gandhinagar,113,Bad Quality
2019-02-07,IN,Hyderabad,55,Good Quality
2019-02-07,IN,Thiruvananthapuram,37,Good Quality
2019-02-07,IN,New Delhi,155,Bad Quality
2019-02-07,IN,Lucknow,155,Bad Quality
2019-02-07,IN,Visakhapatnam,87,Good Quality
2019-02-07,IN,Shillong,50,Good Quality
2019-02-07,IN,Gandhinagar,92,Good Quality
2019-02-07,IN,Kolkata,67,Good Quality
2019-02-07,IN,Bengaluru,67,Good Quality
2019-02-07,IN,Chennai,89,Good Quality
