date,country,city,value,level
2019-10-13,IN,Gandhinagar,102,Bad Quality
2019-10-13,IN,Hyderabad,91,Good Quality
2019-10-13,IN,Bhopal,105,Bad Quality
2019-10-13,IN,Chandigarh,163,Bad Quality
2019-10-13,IN,Visakhapatnam,61,Good Quality
2019-10-13,IN,Jaipur,146,Bad Quality
2019-10-13,IN,Mumbai,112,Bad Quality
2019-10-13,IN,Thrissur,26,Good Quality
2019-10-13,IN,Chennai,52,Good Quality
2019-10-14,IN,Bhopal,105,Bad Quality
2019-10-14,IN,Chennai,62,Good Quality
2019-10-14,IN,Chandigarh,165,Bad Quality
2019-10-14,IN,Visakhapatnam,90,Good Quality
2019-10-14,IN,Hyderabad,126,Bad Quality
2019-10-14,IN,Lucknow,165,Bad Quality
2019-10-14,IN,Thrissur,37,Good Quality
2019-10-14,IN,Gandhinagar,148,Bad Quality
2019-10-14,IN,Thiruvananthapuram,53,Good Quality
2019-10-14,IN,Bengaluru,59,Good Quality
2019-10-14,IN,Kolkata,165,Bad Quality
2019-10-14,IN,Shillong,145,Bad Quality
2019-10-14,IN,Mumbai,134,Bad Quality
2019-10-14,IN,Patna,137,Bad Quality
2019-10-14,IN,Jaipur,141,Bad Quality
2019-10-15,IN,Jaipur,155,Bad Quality
2019-10-15,IN,Shillong,132,Bad Quality
2019-10-15,IN,Visakhapatnam,124,Bad Quality
2019-10-15,IN,Lucknow,160,Bad Quality
2019-10-15,IN,Bhopal,97,Good Quality
2019-10-15,IN,Kolkata,162,Bad Quality
2019-10-15,IN,Mumbai,140,Bad Quality
2019-10-15,IN,Patna,156,Bad Quality
2019-10-15,IN,Gandhinagar,156,Bad Quality
2019-10-15,IN,Chennai,62,Good Quality
2019-10-15,IN,Bengaluru,69,Good Quality
2019-10-15,IN,Thiruvananthapuram,59,Good Quality
2019-10-15,IN,New Delhi,176,Bad Quality
2019-10-15,IN,Thrissur,41,Good Quality
2019-10-15,IN,Hyderabad,133,Bad Quality
2019-10-15,IN,Chandigarh,169,Bad Quality
2019-10-16,IN,Kolkata,160,Bad Quality
2019-10-16,IN,Visakhapatnam,77,Good Quality
2019-10-16,IN,Thrissur,36,Good Quality
2019-10-16,IN,Chennai,55,Good Quality
2019-10-16,IN,Jaipur,147,Bad Quality
2019-10-16,IN,Mumbai,137,Bad Quality
2019-10-16,IN,Patna,161,Bad Quality
2019-10-16,IN,Shillong,118,Bad Quality
2019-10-16,IN,Thiruvananthapuram,66,Good Quality
2019-10-16,IN,Chandigarh,170,Bad Quality
2019-10-16,IN,Bengaluru,64,Good Quality
2019-10-16,IN,Lucknow,164,Bad Quality
2019-10-16,IN,Hyderabad,149,Bad Quality
2019-10-16,IN,New Delhi,192,Bad Quality
2019-10-16,IN,Bhopal,122,Bad Quality
2019-10-16,IN,Gandhinagar,157,Bad Quality
2019-10-17,IN,Patna,170,Bad Quality
2019-10-17,IN,Thiruvananthapuram,30,Good Quality
2019-10-17,IN,Shillong,121,Bad Quality
2019-10-17,IN,Bengaluru,59,Good Quality
2019-10-17,IN,Kolkata,159,Bad Quality
2019-10-17,IN,Hyderabad,124,Bad Quality
2019-10-17,IN,New Delhi,178,Bad Quality
2019-10-17,IN,Mumbai,152,Bad Quality
2019-10-17,IN,Thrissur,37,Good Quality
2019-10-17,IN,Chennai,81,Good Quality
2019-10-17,IN,Chandigarh,161,Bad Quality
2019-10-17,IN,Gandhinagar,157,Bad Quality
2019-10-17,IN,Visakhapatnam,29,Good Quality
2019-10-17,IN,Bhopal,113,Bad Quality
2019-10-17,IN,Jaipur,153,Bad Quality
2019-10-17,IN,Lucknow,181,Bad Quality
2019-10-18,IN,Gandhinagar,156,Bad Quality
2019-10-18,IN,Bhopal,91,Good Quality
2019-10-18,IN,Chennai,73,Good Quality
2019-10-18,IN,Thrissur,35,Good Quality
2019-10-18,IN,Lucknow,179,Bad Quality
2019-10-18,IN,Hyderabad,65,Good Quality
2019-10-18,IN,New Delhi,175,Bad Quality
2019-10-18,IN,Visakhapatnam,32,Good Quality
2019-10-18,IN,Shillong,121,Bad Quality
2019-10-18,IN,Jaipur,153,Bad Quality
2019-10-18,IN,Bengaluru,61,Good Quality
2019-10-18,IN,Thiruvananthapuram,55,Good Quality
2019-10-18,IN,Mumbai,154,Bad Quality
2019-10-18,IN,Chandigarh,158,Bad Quality
2019-10-18,IN,Kolkata,173,Bad Quality
2019-10-18,IN,Patna,170,Bad Quality
2019-10-19,IN,Mumbai,80,Good Quality
2019-10-19,IN,Patna,164,Bad Quality
2019-10-19,IN,Bhopal,107,Bad Quality
2019-10-19,IN,Jaipur,129,Bad Quality
2019-10-19,IN,Lucknow,171,Bad Quality
2019-10-19,IN,Thrissur,38,Good Quality
2019-10-19,IN,Chandigarh,158,Bad Quality
2019-10-19,IN,Chennai,70,Good Quality
2019-10-19,IN,Kolkata,161,Bad Quality
2019-10-19,IN,Bengaluru,55,Good Quality
2019-10-19,IN,Hyderabad,65,Good Quality
2019-10-19,IN,Gandhinagar,153,Bad Quality
2019-10-19,IN,Thiruvananthapuram,51,Good Quality
2019-10-19,IN,Shillong,129,Bad Quality
2019-10-19,IN,Visakhapatnam,34,Good Quality
2019-10-19,IN,New Delhi,162,Bad Quality
2019-10-20,IN,Bengaluru,58,Good Quality
2019-10-20,IN,Patna,140,Bad Quality
2019-10-20,IN,Shillong,134,Bad Quality
2019-10-20,IN,Kolkata,162,Bad Quality
2019-10-20,IN,Thrissur,34,Good Quality
2019-10-20,IN,Chennai,91,Good Quality
2019-10-20,IN,New Delhi,177,Bad Quality
2019-10-20,IN,Hyderabad,78,Good Quality
2019-10-20,IN,Lucknow,195,Bad Quality
2019-10-20,IN,Gandhinagar,122,Bad Quality
2019-10-20,IN,Chandigarh,158,Bad Quality
2019-10-20,IN,Bhopal,95,Good Quality
2019-10-20,IN,Mumbai,55,Good Quality
2019-10-20,IN,Jaipur,153,Bad Quality
2019-10-20,IN,Visakhapatnam,15,Good Quality
2019-10-21,IN,Lucknow,183,Bad Quality
2019-10-21,IN,Hyderabad,63,Good Quality
2019-10-21,IN,New Delhi,179,Bad Quality
2019-10-21,IN,Chandigarh,159,Bad Quality
2019-10-21,IN,Bhopal,110,Bad Quality
2019-10-21,IN,Thrissur,37,Good Quality
2019-10-21,IN,Chennai,70,Good Quality
2019-10-21,IN,Bengaluru,58,Good Quality
2019-10-21,IN,Mumbai,66,Good Quality
2019-10-21,IN,Jaipur,152,Bad Quality
2019-10-21,IN,Visakhapatnam,46,Good Quality
2019-10-21,IN,Patna,167,Bad Quality
2019-10-21,IN,Kolkata,178,Bad Quality
2019-10-21,IN,Gandhinagar,97,Good Quality
2019-10-21,IN,Shillong,147,Bad Quality
2019-10-22,IN,Kolkata,165,Bad Quality
2019-10-22,IN,Jaipur,154,Bad Quality
2019-10-22,IN,Patna,177,Bad Quality
2019-10-22,IN,Bengaluru,52,Good Quality
2019-10-22,IN,Thiruvananthapuram,59,Good Quality
2019-10-22,IN,Shillong,160,Bad Quality
2019-10-22,IN,New Delhi,175,Bad Quality
2019-10-22,IN,Hyderabad,98,Good Quality
2019-10-22,IN,Chennai,68,Good Quality
2019-10-22,IN,Thrissur,35,Good Quality
2019-10-22,IN,Lucknow,197,Bad Quality
2019-10-22,IN,Chandigarh,160,Bad Quality
2019-10-22,IN,Gandhinagar,100,Bad Quality
2019-10-22,IN,Bhopal,102,Bad Quality
2019-10-22,IN,Visakhapatnam,57,Good Quality
2019-10-22,IN,Mumbai,52,Good Quality
2019-10-23,IN,Hyderabad,99,Good Quality
2019-10-23,IN,Patna,186,Bad Quality
2019-10-23,IN,New Delhi,178,Bad Quality
2019-10-23,IN,Thrissur,41,Good Quality
2019-10-23,IN,Chennai,82,Good Quality
2019-10-23,IN,Jaipur,153,Bad Quality
2019-10-23,IN,Mumbai,57,Good Quality
2019-10-23,IN,Bhopal,83,Good Quality
2019-10-23,IN,Shillong,164,Bad Quality
2019-10-23,IN,Kolkata,184,Bad Quality
2019-10-23,IN,Lucknow,207,Bad Quality
2019-10-23,IN,Chandigarh,160,Bad Quality
2019-10-23,IN,Bengaluru,39,Good Quality
2019-10-23,IN,Gandhinagar,104,Bad Quality
2019-10-23,IN,Thiruvananthapuram,25,Good Quality
2019-10-24,IN,Mumbai,84,Good Quality
2019-10-24,IN,Lucknow,192,Bad Quality
2019-10-24,IN,Bhopal,88,Good Quality
2019-10-24,IN,Jaipur,152,Bad Quality
2019-10-24,IN,Bengaluru,41,Good Quality
2019-10-24,IN,Shillong,118,Bad Quality
2019-10-24,IN,New Delhi,190,Bad Quality
2019-10-24,IN,Hyderabad,66,Good Quality
2019-10-24,IN,Thiruvananthapuram,59,Good Quality
2019-10-24,IN,Patna,164,Bad Quality
2019-10-24,IN,Chandigarh,173,Bad Quality
2019-10-24,IN,Thrissur,38,Good Quality
2019-10-24,IN,Gandhinagar,69,Good Quality
2019-10-24,IN,Visakhapatnam,94,Good Quality
2019-10-24,IN,Chennai,78,Good Quality
2019-10-24,IN,Kolkata,141,Bad Quality
2019-10-25,IN,New Delhi,178,Bad Quality
2019-10-25,IN,Thrissur,35,Good Quality
2019-10-25,IN,Hyderabad,68,Good Quality
2019-10-25,IN,Shillong,40,Good Quality
2019-10-25,IN,Kolkata,74,Good Quality
2019-10-25,IN,Bengaluru,50,Good Quality
2019-10-25,IN,Thiruvananthapuram,119,Bad Quality
2019-10-25,IN,Jaipur,162,Bad Quality
2019-10-25,IN,Lucknow,175,Bad Quality
2019-10-25,IN,Mumbai,60,Good Quality
2019-10-25,IN,Chennai,91,Good Quality
2019-10-25,IN,Gandhinagar,134,Bad Quality
2019-10-25,IN,Visakhapatnam,109,Bad Quality
2019-10-25,IN,Chandigarh,171,Bad Quality
2019-10-25,IN,Patna,89,Good Quality
2019-10-25,IN,Bhopal,86,Good Quality
2019-10-26,IN,Visakhapatnam,54,Good Quality
2019-10-26,IN,Gandhinagar,129,Bad Quality
2019-10-26,IN,Hyderabad,57,Good Quality
2019-10-26,IN,Chennai,110,Bad Quality
2019-10-26,IN,New Delhi,184,Bad Quality
2019-10-26,IN,Kolkata,90,Good Quality
2019-10-26,IN,Mumbai,52,Good Quality
2019-10-26,IN,Lucknow,163,Bad Quality
2019-10-26,IN,Bhopal,72,Good Quality
2019-10-26,IN,Jaipur,151,Bad Quality
2019-10-26,IN,Bengaluru,58,Good Quality
2019-10-26,IN,Thiruvananthapuram,63,Good Quality
2019-10-26,IN,Thrissur,34,Good Quality
2019-10-26,IN,Chandigarh,181,Bad Quality
2019-10-26,IN,Patna,117,Bad Quality
2019-10-26,IN,Shillong,25,Good Quality
2019-10-27,IN,Visakhapatnam,84,Good Quality
2019-10-27,IN,Shillong,29,Good Quality
2019-10-27,IN,Thiruvananthapuram,63,Good Quality
2019-10-27,IN,Bengaluru,80,Good Quality
2019-10-27,IN,Kolkata,154,Bad Quality
2019-10-27,IN,Patna,158,Bad Quality
2019-10-27,IN,Mumbai,78,Good Quality
2019-10-27,IN,Jaipur,154,Bad Quality
2019-10-27,IN,Bhopal,69,Good Quality
2019-10-27,IN,Chandigarh,206,Bad Quality
2019-10-27,IN,Gandhinagar,112,Bad Quality
2019-10-27,IN,Chennai,161,Bad Quality
2019-10-27,IN,Lucknow,176,Bad Quality
2019-10-27,IN,New Delhi,248,Bad Quality
2019-10-27,IN,Thrissur,28,Good Quality
2019-10-27,IN,Hyderabad,82,Good Quality
2019-10-28,IN,Thrissur,32,Good Quality
2019-10-28,IN,Thiruvananthapuram,53,Good Quality
2019-10-28,IN,New Delhi,276,Bad Quality
2019-10-28,IN,Hyderabad,133,Bad Quality
2019-10-28,IN,Shillong,119,Bad Quality
2019-10-28,IN,Bengaluru,86,Good Quality
2019-10-28,IN,Gandhinagar,112,Bad Quality
2019-10-28,IN,Chennai,85,Good Quality
2019-10-28,IN,Visakhapatnam,85,Good Quality
2019-10-28,IN,Chandigarh,243,Bad Quality
2019-10-28,IN,Patna,184,Bad Quality
2019-10-28,IN,Mumbai,114,Bad Quality
2019-10-28,IN,Lucknow,184,Bad Quality
2019-10-28,IN,Bhopal,67,Good Quality
2019-10-28,IN,Jaipur,190,Bad Quality
2019-10-28,IN,Kolkata,157,Bad Quality
2019-10-29,IN,New Delhi,305,Bad Quality
2019-10-29,IN,Thrissur,32,Good Quality
2019-10-29,IN,Shillong,91,Good Quality
2019-10-29,IN,Bengaluru,77,Good Quality
2019-10-29,IN,Kolkata,169,Bad Quality
2019-10-29,IN,Patna,208,Bad Quality
2019-10-29,IN,Thiruvananthapuram,78,Good Quality
2019-10-29,IN,Bhopal,48,Good Quality
2019-10-29,IN,Lucknow,193,Bad Quality
2019-10-29,IN,Hyderabad,112,Bad Quality
2019-10-29,IN,Chandigarh,219,Bad Quality
2019-10-29,IN,Visakhapatnam,94,Good Quality
2019-10-29,IN,Jaipur,168,Bad Quality
2019-10-29,IN,Mumbai,134,Bad Quality
2019-10-29,IN,Gandhinagar,85,Good Quality
2019-10-29,IN,Chennai,67,Good Quality
2019-10-30,IN,Thrissur,30,Good Quality
2019-10-30,IN,Gandhinagar,44,Good Quality
2019-10-30,IN,Chandigarh,217,Bad Quality
2019-10-30,IN,Bhopal,54,Good Quality
2019-10-30,IN,New Delhi,314,Bad Quality
2019-10-30,IN,Lucknow,213,Bad Quality
2019-10-30,IN,Hyderabad,102,Bad Quality
2019-10-30,IN,Chennai,55,Good Quality
2019-10-30,IN,Kolkata,183,Bad Quality
2019-10-30,IN,Mumbai,103,Bad Quality
2019-10-30,IN,Jaipur,153,Bad Quality
2019-10-30,IN,Visakhapatnam,111,Bad Quality
2019-10-30,IN,Thiruvananthapuram,17,Good Quality
2019-10-30,IN,Bengaluru,61,Good Quality
2019-10-30,IN,Shillong,102,Bad Quality
2019-10-30,IN,Patna,200,Bad Quality
2019-10-31,IN,Shillong,117,Bad Quality
2019-10-31,IN,Bengaluru,59,Good Quality
2019-10-31,IN,Thiruvananthapuram,35,Good Quality
2019-10-31,IN,Kolkata,195,Bad Quality
2019-10-31,IN,Bhopal,107,Bad Quality
2019-10-31,IN,Lucknow,266,Bad Quality
2019-10-31,IN,Hyderabad,62,Good Quality
2019-10-31,IN,New Delhi,284,Bad Quality
2019-10-31,IN,Thrissur,30,Good Quality
2019-10-31,IN,Chandigarh,215,Bad Quality
2019-10-31,IN,Mumbai,76,Good Quality
2019-10-31,IN,Visakhapatnam,151,Bad Quality
2019-10-31,IN,Patna,200,Bad Quality
2019-10-31,IN,Jaipur,140,Bad Quality
2019-10-31,IN,Gandhinagar,97,Good Quality
2019-10-31,IN,Chennai,92,Good Quality
2019-11-01,IN,Chandigarh,165,Bad Quality
2019-11-01,IN,New Delhi,294,Bad Quality
2019-11-01,IN,Visakhapatnam,178,Bad Quality
2019-11-01,IN,Hyderabad,162,Bad Quality
2019-11-01,IN,Gandhinagar,156,Bad Quality
2019-11-01,IN,Bengaluru,151,Bad Quality
2019-11-01,IN,Patna,297,Bad Quality
2019-11-01,IN,Mumbai,176,Bad Quality
2019-11-01,IN,Chennai,158,Bad Quality
2019-11-01,IN,Kolkata,223,Bad Quality
2019-11-01,IN,Thiruvananthapuram,154,Bad Quality
2019-11-01,IN,Lucknow,218,Bad Quality
2019-11-01,IN,Jaipur,124,Bad Quality
2019-11-01,IN,Bhopal,157,Bad Quality
2019-11-02,IN,Mumbai,178,Bad Quality
2019-11-02,IN,Patna,196,Bad Quality
2019-11-02,IN,Bengaluru,117,Bad Quality
2019-11-02,IN,Jaipur,119,Bad Quality
2019-11-02,IN,Gandhinagar,116,Bad Quality
2019-11-02,IN,Visakhapatnam,153,Bad Quality
2019-11-02,IN,Lucknow,174,Bad Quality
2019-11-02,IN,Hyderabad,152,Bad Quality
2019-11-02,IN,Chandigarh,94,Good Quality
2019-11-02,IN,Bhopal,93,Good Quality
2019-11-02,IN,Thiruvananthapuram,85,Good Quality
2019-11-02,IN,Kolkata,169,Bad Quality
2019-11-02,IN,Chennai,85,Good Quality
2019-11-03,IN,Kolkata,135,Bad Quality
2019-11-03,IN,Patna,167,Bad Quality
2019-11-03,IN,Mumbai,112,Bad Quality
2019-11-03,IN,Jaipur,111,Bad Quality
2019-11-03,IN,Gandhinagar,115,Bad Quality
2019-11-03,IN,Chandigarh,103,Bad Quality
2019-11-03,IN,Hyderabad,96,Good Quality
2019-11-03,IN,Chennai,58,Good Quality
2019-11-03,IN,Lucknow,175,Bad Quality
2019-11-03,IN,Bhopal,152,Bad Quality
2019-11-03,IN,Thiruvananthapuram,87,Good Quality
2019-11-03,IN,Bengaluru,93,Good Quality
2019-11-03,IN,Visakhapatnam,61,Good Quality
2019-11-04,IN,Lucknow,171,Bad Quality
2019-11-04,IN,Jaipur,133,Bad Quality
2019-11-04,IN,Mumbai,70,Good Quality
2019-11-04,IN,Patna,139,Bad Quality
2019-11-04,IN,Bengaluru,122,Bad Quality
2019-11-04,IN,Kolkata,95,Good Quality
2019-11-04,IN,Gandhinagar,154,Bad Quality
2019-11-04,IN,Chennai,81,Good Quality
2019-11-04,IN,Thiruvananthapuram,85,Good Quality
2019-11-04,IN,New Delhi,153,Bad Quality
2019-11-04,IN,Hyderabad,95,Good Quality
2019-11-04,IN,Chandigarh,108,Bad Quality
2019-11-04,IN,Bhopal,140,Bad Quality
2019-11-05,IN,Jaipur,143,Bad Quality
2019-11-05,IN,Mumbai,50,Good Quality
2019-11-05,IN,Visakhapatnam,135,Bad Quality
2019-11-05,IN,Hyderabad,127,Bad Quality
2019-11-05,IN,Bhopal,75,Good Quality
2019-11-05,IN,Chandigarh,89,Good Quality
2019-11-05,IN,Lucknow,161,Bad Quality
2019-11-05,IN,Chennai,93,Good Quality
2019-11-05,IN,New Delhi,168,Bad Quality
2019-11-05,IN,Bengaluru,102,Bad Quality
2019-11-05,IN,Thiruvananthapuram,66,Good Quality
2019-11-05,IN,Kolkata,132,Bad Quality
2019-11-05,IN,Patna,159,Bad Quality
2019-11-06,IN,Bhopal,78,Good Quality
2019-11-06,IN,Lucknow,154,Bad Quality
2019-11-06,IN,Hyderabad,50,Good Quality
2019-11-06,IN,New Delhi,160,Bad Quality
2019-11-06,IN,Chandigarh,154,Bad Quality
2019-11-06,IN,Visakhapatnam,82,Good Quality
2019-11-06,IN,Chennai,107,Bad Quality
2019-11-06,IN,Patna,144,Bad Quality
2019-11-06,IN,Jaipur,127,Bad Quality
2019-11-06,IN,Mumbai,64,Good Quality
2019-11-06,IN,Kolkata,83,Good Quality
2019-11-06,IN,Bengaluru,31,Good Quality
2019-11-06,IN,Gandhinagar,92,Good Quality
2019-11-07,IN,Chennai,87,Good Quality
2019-11-07,IN,Gandhinagar,93,Good Quality
2019-11-07,IN,Thrissur,28,Good Quality
2019-11-07,IN,Visakhapatnam,76,Good Quality
2019-11-07,IN,Lucknow,105,Bad Quality
2019-11-07,IN,Chandigarh,130,Bad Quality
2019-11-07,IN,Bhopal,73,Good Quality
2019-11-07,IN,New Delhi,164,Bad Quality
2019-11-07,IN,Hyderabad,58,Good Quality
2019-11-07,IN,Shillong,66,Good Quality
2019-11-07,IN,Bengaluru,64,Good Quality
2019-11-07,IN,Kolkata,92,Good Quality
2019-11-07,IN,Jaipur,124,Bad Quality
2019-11-07,IN,Patna,75,Good Quality
2019-11-07,IN,Mumbai,38,Good Quality
2019-11-07,IN,Thiruvananthapuram,63,Good Quality
2019-11-08,IN,Kolkata,125,Bad Quality
2019-11-08,IN,Visakhapatnam,88,Good Quality
2019-11-08,IN,Bengaluru,44,Good Quality
2019-11-08,IN,Patna,104,Bad Quality
2019-11-08,IN,Thiruvananthapuram,15,Good Quality
2019-11-08,IN,Mumbai,57,Good Quality
2019-11-08,IN,Shillong,65,Good Quality
2019-11-08,IN,Jaipur,54,Good Quality
2019-11-08,IN,Thrissur,33,Good Quality
2019-11-08,IN,Hyderabad,61,Good Quality
2019-11-08,IN,New Delhi,76,Good Quality
2019-11-08,IN,Chennai,66,Good Quality
2019-11-08,IN,Gandhinagar,90,Good Quality
2019-11-08,IN,Chandigarh,84,Good Quality
2019-11-08,IN,Lucknow,96,Good Quality
2019-11-08,IN,Bhopal,56,Good Quality
2019-11-09,IN,Gandhinagar,78,Good Quality
2019-11-09,IN,Chennai,65,Good Quality
2019-11-09,IN,Mumbai,53,Good Quality
2019-11-09,IN,Visakhapatnam,94,Good Quality
2019-11-09,IN,New Delhi,160,Bad Quality
2019-11-09,IN,Hyderabad,63,Good Quality
2019-11-09,IN,Thrissur,34,Good Quality
2019-11-09,IN,Bhopal,50,Good Quality
2019-11-09,IN,Lucknow,118,Bad Quality
2019-11-09,IN,Chandigarh,154,Bad Quality
2019-11-09,IN,Shillong,92,Good Quality
2019-11-09,IN,Thiruvananthapuram,53,Good Quality
2019-11-09,IN,Bengaluru,59,Good Quality
2019-11-09,IN,Patna,112,Bad Quality
2019-11-09,IN,Kolkata,65,Good Quality
2019-11-09,IN,Jaipur,133,Bad Quality
2019-11-10,IN,Hyderabad,98,Good Quality
2019-11-10,IN,Thiruvananthapuram,39,Good Quality
2019-11-10,IN,Shillong,84,Good Quality
2019-11-10,IN,Chennai,66,Good Quality
2019-11-10,IN,Mumbai,90,Good Quality
2019-11-10,IN,Kolkata,145,Bad Quality
2019-11-10,IN,Chandigarh,152,Bad Quality
2019-11-10,IN,Patna,151,Bad Quality
2019-11-10,IN,Bengaluru,116,Bad Quality
2019-11-10,IN,Jaipur,121,Bad Quality
2019-11-10,IN,Lucknow,163,Bad Quality
2019-11-10,IN,Visakhapatnam,79,Good Quality
2019-11-10,IN,Bhopal,97,Good Quality
2019-11-10,IN,Gandhinagar,104,Bad Quality
2019-11-10,IN,New Delhi,182,Bad Quality
2019-11-11,IN,Mumbai,153,Bad Quality
2019-11-11,IN,Gandhinagar,165,Bad Quality
2019-11-11,IN,Kolkata,82,Good Quality
2019-11-11,IN,Bhopal,154,Bad Quality
2019-11-11,IN,Shillong,58,Good Quality
2019-11-11,IN,Thrissur,35,Good Quality
2019-11-11,IN,Thiruvananthapuram,71,Good Quality
2019-11-11,IN,Bengaluru,153,Bad Quality
2019-11-11,IN,Visakhapatnam,89,Good Quality
2019-11-11,IN,Lucknow,203,Bad Quality
2019-11-11,IN,Chennai,152,Bad Quality
2019-11-11,IN,Jaipur,166,Bad Quality
2019-11-11,IN,Chandigarh,190,Bad Quality
2019-11-11,IN,Patna,166,Bad Quality
2019-11-11,IN,New Delhi,240,Bad Quality
2019-11-11,IN,Hyderabad,153,Bad Quality
2019-11-12,IN,Chandigarh,191,Bad Quality
2019-11-12,IN,Mumbai,172,Bad Quality
2019-11-12,IN,Kolkata,162,Bad Quality
2019-11-12,IN,Patna,209,Bad Quality
2019-11-12,IN,Jaipur,155,Bad Quality
2019-11-12,IN,New Delhi,314,Bad Quality
2019-11-12,IN,Chennai,86,Good Quality
2019-11-12,IN,Hyderabad,154,Bad Quality
2019-11-12,IN,Nagpur,158,Bad Quality
2019-11-12,IN,Bengaluru,78,Good Quality
2019-11-12,IN,Mysore,100,Bad Quality
2019-11-12,IN,Thrissur,37,Good Quality
2019-11-12,IN,Shillong,185,Bad Quality
2019-11-12,IN,Gandhinagar,152,Bad Quality
2019-11-12,IN,Visakhapatnam,63,Good Quality
2019-11-12,IN,Lucknow,217,Bad Quality
2019-11-12,IN,Bhopal,177,Bad Quality
2019-11-12,IN,Thiruvananthapuram,82,Good Quality
2019-11-13,IN,Thiruvananthapuram,95,Good Quality
2019-11-13,IN,Bengaluru,85,Good Quality
2019-11-13,IN,Patna,216,Bad Quality
2019-11-13,IN,Shillong,142,Bad Quality
2019-11-13,IN,Thrissur,33,Good Quality
2019-11-13,IN,Gandhinagar,152,Bad Quality
2019-11-13,IN,Bhopal,152,Bad Quality
2019-11-13,IN,New Delhi,426,Bad Quality
2019-11-13,IN,Chennai,74,Good Quality
2019-11-13,IN,Lucknow,277,Bad Quality
2019-11-13,IN,Kolkata,169,Bad Quality
2019-11-13,IN,Mumbai,152,Bad Quality
2019-11-13,IN,Chandigarh,174,Bad Quality
2019-11-13,IN,Jaipur,179,Bad Quality
2019-11-13,IN,Hyderabad,153,Bad Quality
2019-11-13,IN,Visakhapatnam,107,Bad Quality
2019-11-14,IN,Bengaluru,73,Good Quality
2019-11-14,IN,Thiruvananthapuram,97,Good Quality
2019-11-14,IN,Shillong,137,Bad Quality
2019-11-14,IN,Kolkata,164,Bad Quality
2019-11-14,IN,Jaipur,178,Bad Quality
2019-11-14,IN,Thrissur,44,Good Quality
2019-11-14,IN,Nagpur,154,Bad Quality
2019-11-14,IN,Lucknow,235,Bad Quality
2019-11-14,IN,Patna,196,Bad Quality
2019-11-14,IN,Visakhapatnam,150,Bad Quality
2019-11-14,IN,Chennai,35,Good Quality
2019-11-14,IN,Gandhinagar,137,Bad Quality
2019-11-14,IN,Mumbai,158,Bad Quality
2019-11-14,IN,Bhopal,158,Bad Quality
2019-11-14,IN,Hyderabad,156,Bad Quality
2019-11-14,IN,New Delhi,431,Bad Quality
2019-11-14,IN,Chandigarh,180,Bad Quality
2019-11-15,IN,Gandhinagar,106,Bad Quality
2019-11-15,IN,Bengaluru,76,Good Quality
2019-11-15,IN,Mumbai,158,Bad Quality
2019-11-15,IN,Kolkata,164,Bad Quality
2019-11-15,IN,Chennai,71,Good Quality
2019-11-15,IN,Chandigarh,168,Bad Quality
2019-11-15,IN,Thiruvananthapuram,74,Good Quality
2019-11-15,IN,Visakhapatnam,151,Bad Quality
2019-11-15,IN,Patna,190,Bad Quality
2019-11-15,IN,New Delhi,415,Bad Quality
2019-11-15,IN,Lucknow,208,Bad Quality
2019-11-15,IN,Hyderabad,159,Bad Quality
2019-11-15,IN,Nagpur,133,Bad Quality
2019-11-15,IN,Thrissur,33,Good Quality
2019-11-15,IN,Bhopal,164,Bad Quality
2019-11-15,IN,Shillong,153,Bad Quality
2019-11-15,IN,Jaipur,153,Bad Quality
2019-11-16,IN,Chennai,114,Bad Quality
2019-11-16,IN,Bhopal,156,Bad Quality
2019-11-16,IN,Chandigarh,153,Bad Quality
2019-11-16,IN,Thrissur,38,Good Quality
2019-11-16,IN,Lucknow,200,Bad Quality
2019-11-16,IN,Gandhinagar,155,Bad Quality
2019-11-16,IN,Hyderabad,158,Bad Quality
2019-11-16,IN,New Delhi,242,Bad Quality
2019-11-16,IN,Shillong,133,Bad Quality
2019-11-16,IN,Kolkata,168,Bad Quality
2019-11-16,IN,Jaipur,155,Bad Quality
2019-11-16,IN,Bengaluru,69,Good Quality
2019-11-16,IN,Thiruvananthapuram,68,Good Quality
2019-11-16,IN,Patna,189,Bad Quality
2019-11-16,IN,Mumbai,162,Bad Quality
2019-11-17,IN,Bhopal,160,Bad Quality
2019-11-17,IN,Thrissur,41,Good Quality
2019-11-17,IN,Mumbai,162,Bad Quality
2019-11-17,IN,Kolkata,173,Bad Quality
2019-11-17,IN,Lucknow,173,Bad Quality
2019-11-17,IN,Patna,210,Bad Quality
2019-11-17,IN,Jaipur,106,Bad Quality
2019-11-17,IN,Shillong,156,Bad Quality
2019-11-17,IN,Bengaluru,86,Good Quality
2019-11-17,IN,Chandigarh,105,Bad Quality
2019-11-17,IN,Thiruvananthapuram,49,Good Quality
2019-11-17,IN,Chennai,147,Bad Quality
2019-11-17,IN,Gandhinagar,153,Bad Quality
2019-11-17,IN,New Delhi,177,Bad Quality
2019-11-17,IN,Hyderabad,161,Bad Quality
2019-11-18,IN,Hyderabad,162,Bad Quality
2019-11-18,IN,Bengaluru,82,Good Quality
2019-11-18,IN,Chandigarh,157,Bad Quality
2019-11-18,IN,New Delhi,168,Bad Quality
2019-11-18,IN,Thiruvananthapuram,74,Good Quality
2019-11-18,IN,Thrissur,48,Good Quality
2019-11-18,IN,Bhopal,127,Bad Quality
